artist,title,lyric
  SiR  ,LA Lisa (feat. Smino),No it ain't a question not even an issue Nobody knows you like I know ya You grew up on Queen Street Your dad is a gangsta but he's gettin' older You was in love with the street life Used to seein' niggas tuckin' the heat right Loud parties and street fights Hangin' with the players got caught in the game Now you're in need of seating but ain't we all the same I thought if we make it out alive You might kiss up on my side yeah My side my side Guess we'll have to wait and see If you'll find your way to me La Lisa La Lisa La Lisa I need ya Right I'ma stack these upright That's my cuz so he gangbang But I don't claim shit nah no baggage not even a briefcase You more street than me but Nah Don't leave me strung out this way Get a little ratchet stay over color your box Don't tell your daddy he might go Crayola I heard the nigga just got out Hurry up and come outside I got the whip parked it's 'bout to get dark I'm talkin' Wesley and we out West you know it be Sit these niggas on your block And I came through dolo this time on a solo this time Like CeCe Winans not whinin' but Not finna play with you I'm tryna skate with you Like T I in the Louis on the couch late at night like Fallon I fall in she got used to them scripts yeah all written Darlin' Miss Lisa she a moaner So bad put your ass in the moment Yes put that on my mama Pour Moet it's a moment She finally sent to my house Hit the weed and act like a geese it made me speak Portuguese Didn't even know I could Been wantin' this for a while We keep it between you and me capisce ah Lisa La Lisa La Lisa La Lisa I need ya I can't believe this nigga ain't call me back Ol' Chief Keef head ass Mekhi Phifer of 8 Mile lookin' head ass He ain't call me back I can't believe this I bet he don't even write his songs Talkin' 'bout talkin' 'bout he the king of R&B That nigga can't even move like Usher Ain't Chris workin' on something He trippin' Mm hmm pssh I thought we had a good time Well I had a good time that weed was fire bro
  강다나  ,안아줄게,콧노랠 흥얼거려줄게 네 어깨를 두드려줄게 항상 그래왔듯이 넌 그대로만 있어 줘 고개를 끄덕거려줄게 네말에 귀 기울여 줄게 네 옆엔 내가 항상 곁에 있어 줄게 어제와 같은 너의 하루를 이제는 편안히 놓았으면 해 아침과 같던 너의 하루 끝에 오늘은 편하게 잠들기를 바래 you are not alone 잊지는 말아요 I'll be with you 네 옆에 있을게요 차가워진 바람이 코끝을 스쳐 가 또 힘들어질 때 네가 무너질 때 곁에 있을게요 콧노랠 흥얼거려줄게 네 어깨를 두드려줄 게 항상 그래왔듯이 넌 그대로만 있어 줘 고개를 끄덕거려줄게 네말에 귀 기울여 줄게 네 옆엔 내가 항상 곁에 있어 줄게 you are not alone 잊지는 말아요 I'll be with you 네 옆에 있을게요 차가워진 바람이 코끝을 스쳐 가 또 힘들어질 때 네가 무너질 때 곁에 있을게요 콧노랠 흥얼거려줄게 네 어깨를 두드려줄게 항상 그래왔듯이 넌 그대로만 있어 줘 고개를 끄덕거려줄게 네말에 귀 기울여 줄게 네 옆엔 내가 항상 곁에 있어 줄게 무거운 한숨 섞인 그날도 뒤돌면 지나있겠지 움츠린 몸을 안겨줘요 기다렸던 난 너를 꼭 안아줄게 콧노랠 흥얼거려줄게 네 어깨를 두드려줄게 항상 그래왔듯이 넌 그대로만 있어 줘 고개를 끄덕거려줄게 네말에 귀 기울여 줄게 네 옆엔 내가 항상 곁에 있어 줄게
  Ciara  ,Turn It Up (Feat. Usher),I want it hot I want it loud Make it loud make it loud Make it boom boom m m make it boom boom The speakers loud making rumble Turn this club into a jung Turn turn this club into a jung T turn this club into a jungle jungle And everybody knows it's on tonight Beat's like it's strong it feels so right Feel like I'm alone here in a crowd just me and my song Let's bring 'em down I love it loud can you turn it up Hey hey Those speakers out will we turn it up Hey hey Turn it so loud you can raise the dead Hey hey Brings them out of the grave Turn it up turn it up turn it up up up Turn it up turn it up turn it up up up Turn it up turn it up turn it up up up Turn it up up up Turn it up up up Oh Usher baby Put it up turn it up Let go I know you want to I want to see you move it move it Take it up shake it up I kill my myself my want you That booty on me Everybody know what's on tonight The beats like it's strong it feels so right Feel like I'm alone here in this crowd Just me and my song Let's bring it up I love it loud can you turn it up Hey hey Those speakers sound when we turn it up Turn me up Turn it so loud we can raise the dead Raise the dead Brings them out of the grave Turn it up turn it up turn it up up up Turn it up turn it up turn it up up up Turn it up turn it up turn it up up up Turn it up up up Turn it up up up I turn it up to the beat track I make it hot like a beat track You see that booty she movin' I like the way when you mouth try Oooh don't stop stop keep it up I like I'm falling in love I'm getting ready slow down I love it loud can you turn it up Hey hey Those speakers sound when we turn it up Turn it so loud we can raise the dead Hey hey Raise them out of the grave Turn it up turn it up turn it up up up turn it up turn it up turn it up up up Turn it up turn it up turn it up up up Turn it up up up Turn it up up up Yeah man
  프리미엄 프로젝트  ,새끼손가락,오늘 날씨 왠지 너처럼 맑아 몇 마디 글로 내 맘을 담아본다 하루 온종일 끄적거리다 너의 생각에 몇 장 째인지 넌 알까 나는 알아 말을 하지 않아도 말을 하는 것처럼 들려와 내 귓가에 계속 나도알아 지구 반대 편에도 다른 별에 있어도 너만은 알아볼꺼야 두근두근 설레였던 길을 걸어본다 별과 같은 내 맘 빛으로 물들어 온다 둘이여서 따뜻했던 이 거리가 춥다 단 둘이 단 둘이 또 너와 함께 걷고싶어 꼭 약속해 새끼손가락 걸고 약속해 약속해 새끼손가락 걸고 널 생각하면 내 맘이 간질 간지러워 얼마나 소중한지 알게해줘 처음부터 나는 알아 말을 하지 않아도 말을 하는 것처럼 들려와 내 귓가에 계속 나도알아 지구 반대편에도 다른 별에 있어도 너만은 알게 될거야 두근두근 설레였던 길을 걸어본다 별과 같은 내 맘 빛으로 물들어 온다 둘이여서 따뜻했던 이 거리가 춥다 단 둘이 단 둘이 또 너와 함께 걷고싶어 꼭 약속해 새끼손가락 걸고 약속해 약속해 새끼손가락 걸고 저멀리 니가 있다고 생각해 보면 허전한 맘에 또 편지를 써 평소에 니가 좋아하던 영화조차 너 없이 흥미가 떨어져가 I remember 수 많은 약속들 그래 맞어 지켜준단 말들 언제쯤 그말들을 지킬 수 있는걸까 보고 싶다 너의 눈동자는 나에게 말해 마음에 울려퍼져 나의 입술은 너만을 불러 라랄랄랄랄라 두근두근 설레였던 길을 걸어본다 별과 같은 내 맘 빛으로 물들어 온다 둘이여서 따뜻했던 이 거리가 춥다 단 둘이 단 둘이 또 너와 함께 걷고싶어 꼭 약속해 새끼손가락 걸고 약속해 약속해 새끼손가락 걸고
  Koryn Hawthorne  ,Won`t He Do It,"Ooh, oh! Ooh, Lord! Whoa, oooh! Hmm! Ain't nobody stoppin' my shine They try to break me try to take me out But I got Jesus on my side Felt so bad I thought I would die But ain't no power stronger than the one That came and laid down his life And I got mountains to climb But the enemy can't stop me 'Cause there's a calling on my life So, when I'm crying, don't last too long 'Cause he's gon' step in and make it alright Won't He do it? He said He would Fight your battles for you They gon' wonder how you sleep at night Won't He do it? Ah yes, He will Anybody tell you something different You know that's a lie You gon' look back and be so amazed How it turned out It's only His grace Won't He do it? He said He would So, I trust Him at all times I'm about to lose it again I'm about to let them know where I'm from Don't take me there again I just call on Jesus, my friend Get me back in line one more time 'Cause he's always listening Ain't nobody perfect, everybody's hurting I need your whisper Lord, save me from my weaknesses 'Cause you're always on time Come and get your breakthrough 'Cause I'm gonna get mine Won't He do it? He said He would Fight your battles for you They gon' wonder how you sleep at night Won't He do it? Ah yes, He will Anybody tell you something different You know that's a lie You gon' look back and be so amazed How it turned out It's only His grace Won't He do it? He said He would So, I trust Him at all times See what the enemy had planned for my downfall Turned out to be the greatest victory of my life 'Cause when it comes at you fast and hard There's the only one that can come and make it right So, ain't no need for stressing and crying 'Cause he gon' show up just like He did the last time And the last time And the last time I know, I know, I know, I know (Won't he do it?) Won't He do it? He said He would Fight your battles for you They gon' wonder how you sleep at night Won't He do it? Ah yes, He will (yes, He will) Anybody tell you something different You know that's a lie You gon' look back and be so amazed How it turned out It's only His grace Won't He do it? He said He would So, I trust Him at all times Won't he do it? He said he would So, I trust Him at all times All times, all times (won't he do it? He said he would) So, I trust Him at all times All times, all times So, I trust Him at all times All times, all times So, I trust Him at all times"
  Destiny`s Child  ,Flashback (Feat. Kelly Rowland),"I thought I was okay realizing I made a mistake I've been doing some thinking ever since I saw you today Maybe I said somethings that I didn't mean trying to change your ways But my days ain't the same, maybe you should've stayed, I had a  Flashback, I really love you So sad, thought I was over you too fast God, I wish I could re-live the past Oh flashback  Flashback, The mistakes you made weren't that bad Now that I saw you I want you back Now I wish I could re-live the past Oh flashback (Flashback)  I wish that I could get back with ya now Don't wanna see another woman around All these memories thought I had you outta my mind Baby (I keep trying, I can't stop)  These flashbacks, I don't want that I just wanna go back where you messed up and erase that I'm trippin', I'm in this zone, it's nothing but a  Flashback, I really love you So sad, thought I was over you too fast God, I wish I could re-live the past Oh flashback  Flashback, The mistakes you made weren't that bad Now that I saw you I want you back Now I wish I could re-live the past Oh flashback  You would call, come pick me up, take me somewhere no one knows Ocean, Candlelight, lay me down and take it slow Unexpected messages just to say ""Hey Beautiful"" Gave me attention, made sure that you kept me close  But it's over now But it's over now But it's over now But it's over now  Flashback, I really love you So sad, thought I was over you too fast God, I wish I could re-live the past Oh flashback  Flashback, The mistakes you made weren't that bad Now that I saw you I want you back Now I wish I could re-live the past Oh flashback -"
  Vivivavy (비비베이비)  ,Ready For Love,아직도 내 옆에서 설레이는 걸 감추려고 해 나도 부끄러운 건 마찬가지야 조심스레 시작해 That's what we want babe 점점 다가와 줘요 Um Why don't you come to me babe 부드러운 속삭임 Oh Yeah 우 가까이서 보니 더 음 Be a Nice Boy yeah 내 맘 흔들어 버린 너 yeah oh yeah Ready for Love Ready for Love Ready for Love Ready for Love Ready for Always Yours yeah I've been waiting for you so long Ready for Love Ready for Love Ready for Love I'm waiting for Ready for Love Yes I'm Yours I've been waiting for you I was getting oh I was getting addicted I was getting oh oh getting addicted I was getting oh I was getting addicted to you um um um yeah 로맨틱한 사랑 아니지만 어떤 것보다 달콤한 건 우리 더 이상은 친구 아니니까 Yes We are Love Love Love Love Love babe 점점 다가와 줘요 Um 너만 보이는 나 부드러운 속삭임 Oh Yeah 아 yeah yeah yeah 가까이서 봐줘요 Um Yes I'm falling in Love 내 맘 흔드는 너 yeah oh yeah I’m ready for you Ready for Love Ready for Love Ready for Love Ready for Love Ready for Always Yours yeah I've been waiting for you so long Ready for Love Ready for Love Ready for Love I'm waiting for Ready for Love Yes I'm Yours I've been waiting for you so long Ready for Love Ready for Love Ready for Love Ready for Love Ready for Always Yours yeah I've been waiting for you so long Ready for Love Ready for Love Ready for Love I'm waiting for Ready for Love Yes I'm Yours I've been waiting for you so long I want you make me love I want you make me love I want you make me love yeah I want you make me love I want you make me love I want you make me love yeah Come on
  Fantasia  ,I`m Not That Type,I ain't like them other girls On the very first night when they give it to you I ain't no freak freak when you meet me Just cause you make it rain When they give it to ya  Hey hey baby Hey hey baby Hey hey baby Hey hey baby  You got me confused don't understand I don't want no one night stand And baby I cant sleep with you Unless your ma man If you think you can kick it with me Its a change of plans  Whoa mm  Whats chu think I am You think of me You cant treat me like no freak Woo hoo' Cause I'm not like those other girls You must be crazy ta think that I'm gon' give it up It ain't that easy  I ain't like them other girls  I ain't like them other girls On the very first night when they give it to you I ain't no freak freak when you meet me Just coz you make it rain When they give itt to ya  I don't really do that I don't really do that I don't really do that This body's all mine  Ay baby you think you cud get it Cause dem other freak out I been wit it You wit' a new chick ery night New freak freak every night You think you gon get it any time Anytime Anytime Anytime Anytime Betta run and tell ha Cause you makin' lies  What makes you think you gon' get this thing This good and sexy thing Boy you must be out cha mind I ain't cho women and you ain't my guy  I ain't like them other girls On the very first night when they give it to you I ain't no freak freak when you meet me Just cause you make it rain When they give it to ya  I don't really do that I don't really do that I don't really do that This body's all mine  You wit a bew chick ery night  I ain't like them other girls On the very first night when they give it to you I ain't no freak freak when you meet me Just cause you make it rain When they give it to ya  I don't really do that I don't really do that I don't really do that This body's all mine  I'm v-I-p baby I put you on ma list You want that naked baby oh you gettin' restless  Rest restless less rest restless Yeah I look to good for my necklace
  Trey Songz  ,Games We Play (Feat. MIKExANGEL),Mike Angel Mike Angel Trey Songz Trey Songz She she she yeah yeah yeah ayy She she she she just set the tempo She she she she never keep it simple It's like we're never in the middle I'm tryna figure out this riddle ooh It's these games baby girl These games we play No wins we're losers yeah yeah yeah You come you stay You run away Tell me how you wanna move now now Nothing gon' change baby Yeah nothing gon' change It stays the same Nothing's gonna change The crazy little games we play I told you she was nobody shit She left her bag in the 'Rari shit I'm runnin' round with a thottie bitch Shawty get down she with all this shit Don't even know what we call this shit Shit that you say you was over with Go on my phone on your nosey shit Hit you with that's just the homie shit That's just my homegirl for real And I need you back on my lonely shit Now you want me back on your lonely shit yeah Tell me you love it baby All this tugging baby these games we play These games we play No wins we're losers yeah yeah yeah You come you stay You run away Tell me how you wanna move now Yeah nothing gon' change baby Yeah nothing gon' change It stays the same Nothing's gonna change The crazy little games we play She sick and tired of the sorry shit She start a fight in the party shit So sick and tired of the arguing Find you somebody to argue with Don't even know what to call this shit Do we even know what honest is Mend all the broken promises Then we go back and love again I miss my best friend Please let me back in yeah yeah She cry on my shoulder I lay in her arms Just like that we back on Games we play These games we play No wins we're No wins we're losers yeah yeah yeah You come you stay You run away Tell me how you wanna move now 'Cause nothing's gon' change nothing gon' change baby nothing gon' change baby It stays the same Nothing's gonna change The crazy little games we play These games we play these games we play No wins we're losers yeah yeah yeah You come you stay You run away Tell me how you wanna move now girl 'Cause nothing's gon' change nothing gon' change baby nothing gon' change baby It stays the same Nothing's gonna change The crazy little games we play
  2LSON  ,Love goodbye (Feat. 계범주),요즘 부쩍 늘어나는 짜증과 지친 듯한 모습 무슨 일인지 물어보는 시선과 나를 피하는 걸 느낄 수 있어 늦은 시간에 보낸 문자 한 통과 준비한 장미 100송이를 들고 고민 끝에 난 너에게 걸어줄 목걸이와 함께 달려 가 기다림의 끝 정적을 깨는 너 취한 모습 다른 이의 이름 인정할 수 없어 지금 이런 나를 어떻게 하지 이제 난 내 안의 사랑 Goodbye 잘 가 내 사랑 사랑했던 추억 이젠 지울게 마지막이잖아 이게 우리의 Love Love Goodbye 비가 내리고 음악은 흐르지만 네가 없는 어색한 나여서 어딜 다녀도 누구와 함께라도 그 모든 게 내게 어려워 기다림의 끝 정적을 깨는 건 미안하단 너의 메시지만 돌이켜야 할지 지금 이런 나를 어떻게 하지 이제 난 내 안의 사랑 Goodbye 이미 떠난 건 맘이 돌아서 버린 건 너뿐만은 아냐 아쉬움도 없는 지나버린 우리 너와 나 기다림의 끝 정적을 깨는 건 미안하단 너의 메시지만 돌이켜야 할지 지금 이런 나를 어떻게 하지 이제 난 내 안의 사랑 Goodbye 잘 가 내 사랑 사랑했던 추억 이젠 지울게 마지막이잖아 이게 우리의 Love Love Goodbye
