artist,title,lyric
  g1nger  ,Name,I'm reaching for a little star 너의 두 눈을 닮았잖아 살며시 올라간 그 눈 볼 땐 잠시 내 옆에 네가 있는 상상을 하곤 해 I said your name I said your name 난 너를 만지고 내 안에서만 사랑하고파 I said your name I said your name 네 이름을 불러 나 오직 그대 이름 만 입에 맴도네요 이 밤 아직 그댄 멀었나 여기까지 닿기가 괜찮아요 나는 정말 I'm reaching for a little star 무엇도 난 바라지 않아 네 하루에 나는 없으니까 I am afraid you’re gonna hate me oh darling 조그만 맘이라도 좋아 흩어진 조각을 끌어안아 난 잠시 내 옆에 네가 있는 상상을 하곤 해 I said your name I said your name 난 너를 만지고 내 안에서만 사랑하고파 I said your name I said your name 네 이름을 불러 나 오직 그대 이름 만 입에 맴도네요 이 밤 아직 그댄 멀었나 여기까지 닿기가 괜찮아요 나는 정말
  류아  ,눈물,네가 울고파 울어 그 곁에 나 있어 너일 수 있다면 너 홀로 감추던 젖은 마음 이젠 괜찮아질 거야 네가 울고파 울어 그 곁에 나 있어 너일 수 있다면 너 홀로 견디던 우는 마음 이젠 괜찮아질 거야 그래도 마음만 너의 마음 아파져 웃음에 가리는 너의 눈물 번지면 숨기는 하루 끝 너의 마음 한켠에 나를 찾아보기를 그래도 마음만 너의 마음 아파져 웃음에 가리는 너의 눈물 번지면 숨기는 하루 끝 너의 마음 한켠에 나를 찾아보기를 숨죽여 울던 네 눈물을 닦아주는 사람 될게 감추던 너의 눈물을 이제 내게 보여 아픈 만큼 안아줄 수 있다면 네가 울고파 울어 그 곁에 나 있어 너일 수 있다면 너 홀로 감추던 젖은 마음 이제는 괜찮아질 거야 네가 울고파 울어 그 곁에 나 있어 너일 수 있다면 너 홀로 견디던 우는 마음 이젠 괜찮아질 거야 이젠 괜찮아질 거야
  Melanie Fiona  ,This Time (Feat. J. Cole),If only you knew all the love i had inside If only i told you That you were my greatest pride If only i showed you just how good you made me feel Maybe i wouldn’t be alone and you would be right here but I don’t wanna do it over The first time has gone away You can’t rewind the past All i can do is say This time i’m doing much better Love you like i never Ever loved you before Oh baby not this time I’m giving my heart and soul That i reach out for my love If you say yes i’ll give you my best This time This time i’m gonna be stronger This time i’ll do it all the way This time i’ll be a better woman This time i won’t get in my own way I could go back you never would have gone If i knew then what i know now I’ve told you all that i’ve built for you in my heart In my head i know what i should’ve said I know what i shoulda did But i don’t wanna do it over The first time is gone away You can’t revive the past All i can do is say This time i’m doing much better Love you like i never Ever loved you before Oh baby not this time I’m giving my heart and soul That i reach out for my love If you say yes i’ll give you my best This time If looks kill then melanie you a felony We both hot i guess we couldn’t take the jealousy All in my ear i had my homeboys telling me How to be a player we fell off like bill bellamy Mtv shhh we used to watch law and order nbc shh But now i’m watching solo on some empty seat shit Thinking of you i got a lot more drinking to do Reminiscing though i seen it coming Yeah i had a premonition Right beside each other and somehow it felt distant Lets rewind back when days sunny like liston Smile just glisten your booty like a cushion Is this the moment where we making up And realise we tripping forever breaking up And then i break you off put you to sleep know its deep When the girl of his dreams is the same one to wake him up This time i’m doing much better Love you like i never Ever loved you before Oh baby not this time I’m giving my heart and soul That i reach out for my love If you say yes i’ll give you my best This time
  미쓰에이  ,한걸음,왠지 이상해 온 몸에 힘이 풀려 바람 빠진 풍선처럼 정말 이상해 아무리 투닥거려봐도 너로 가득한 맘 I don't like easy come easy go 쉽고 쉬운 너의 말투에 Don't know why 더 지쳐가는 내가 보이니 자꾸 나를 보채지는마 서둘러서 먼저 가지마 천천히 스며들어 You and I 한 걸음씩 앞서지마 한 걸음만 내 뒤에 서서 묵묵히 날 바라봐 줄 수는 없니 한 걸음씩 발 맞춰가 한 걸음만 날 돌아봐줘 내 맘이 너에게 전해질 수 있게 나 혼자서는 괜시리 허전해져 파도 없는 바다처럼 U should know I want 둘이 아니면 아무런 의미 없어 바늘 없는 시계처럼 I don't like easy come easy go 쉽고 쉬운 사랑 표현이 Don't know why 입버릇처럼 익숙해 보여 자꾸 나를 강요 하진마 답을 정해 놓고 묻지마 천천히 스며들어 You and I 한 걸음씩 앞서지마 한 걸음만 내 뒤에 서서 묵묵히 날 바라봐 줄 수는 없니 한 걸음씩 발 맞춰가 한 걸음만 날 돌아봐줘 내 맘이 너에게 전해질 수 있게 헝클어진 퍼즐조각을 맞춰가듯 우리 그림을 그려봐 You in my dream 내가 꿈꾼 사랑은 어릴 때부터 둘이서 꿈처럼 느리게 타는 Roller coaster 급히 서둘러 도착한 끝보다 끝없는 레일처럼 끝나지 않는 둘 한 걸음씩 앞서지마 한 걸음만 내 뒤에 서서 묵묵히 날 바라봐 줄 수는 없니 한 걸음씩 발 맞춰가 한 걸음만 날 돌아봐줘 내 맘이 너에게 전해질 수 있게 한 걸음씩 앞서지마 한 걸음만 내 뒤에 서서 묵묵히 날 바라봐 줄 수는 없니 한 걸음씩 발 맞춰가 한 걸음만 날 돌아봐줘 내 맘이 너에게 전해질 수 있게
  김조한  ,내가 먼저 찾아갈게,살아가다 보면 이런 일 가끔가다 보면 또 저런 일 때론 어처구니 없는 일 두통보다 골치 아픈 일 아무렇지 않은 얼굴로 속은 상할 대로 상한 채로 배는 자꾸 고파 오는데도 요즘 들어 입맛도 하나도 없구요 연락처 300명이 넘는 사람들 중에 내 얘기를 내 얘기처럼 들어줄 내 친구 어디서 뭘 하는지 한해 한해 지날수록 네가 보고 싶다 친구야 우리가 어렸을 땐 이런 저런 일로 힘들었어도 지금보다 훨씬 많이 즐거웠었지 친구야 별일 없니 이런 전화 한 통 하기 어려울 만큼 삶은 생각보다 무겁진 않단 걸 이제 아니까 기다림 없이 내가 먼저 찾아 갈게요 하루도 조용할 날 없이 내가 태어난 후로 우리 집은 내 기억에는 없는데 꽤나 유명한 악동이었대 내가 너무 당연한 얘기겠지만 모든 아들이 다 그렇겠지만 엄마 이름만 불러도 왜 내 가슴이 이렇게 아픈지 워낙 고집스런 못난 아들이라서 못해 드린 것만 생각나는지 시간이 지날수록 자꾸 당신께 드리고 싶어지는 한마디 깊어진 주름과 눈에 띄게 늘어난 흰머리를 볼 때마다 목이 메어와 엄마 별일 없죠 이런 전화 한 통 하기 어려울 만큼 삶은 생각보다 무겁진 않단 걸 이제 아니까 기다림 없이 내가 먼저 찾아갈게요 다들 별일 없냐는 인사조차 하기 어려울 만큼 삶은 생각보다 무겁진 않단 걸 이제 아니까 그리운 나의 사람들 소중한 나의 사람들 보고 싶어서 내가 먼저 찾아갈게요
  Chris Brown  ,Do Better (Feat. Brandy),I don't know why I even try 'Cause you don't want this no more I would rather leave before I hurt you And I would have died long ago if I didn't have my faith I see you're starting to hate me I see it in your face My home don't feel like home Just like my heart it's empty Changed the number on your phone So when I call you ain't gotta listen And all your girls think that I ain't shit And they the same ones lost in the club Them bitches is basic Now I'm number one that's lost in love Girl I can't take it I'm on my knees You're gonna see a grown man cry I won't lie I'm starting to hate me A little more and more each day I don't know me It's like I can't get out of my own way And you don't love me you don't love me If I knew better I would do better Looking at the names on your list and I can't find me I'm deep underwater are you gon' let me drown I see you're happy now You're the life of the party acting out Ain't seen you in months you ain't call me once And all your boys say that I ain't shit And they the same ones lost in the club Them niggas is basic And I'm the one who lost in love And I can't take it I'm on my knees Don't you hate to see me cry I won't lie I'm starting to hate me A little more and more each day I don't know me It's like I can't get out of my own way And you don't love me you don't love me If I knew better I would do better Thinking 'bout you and I thinking 'bout you and I My heart's beating in slow motion knowing that it's a lie Thoughts got me thinking 'bout suicide Baby this is do or die When you told me it's over Ain't no point in being sober All I wanna do is fade away I hope that God forgives me 'Cause I know you ain't gon' miss me Baby girl I won't try to say my goodbyes You ain't gotta shed a tear for me Baby girl don't cry I'm starting to hate me A little more and more each day I don't know me It's like I can't get out of my own way And you don't love me you don't love me If I knew better I would do better I would do better I would do better I would do better I would do better I would do better I would do better I would do better I would do better
  Justine Skye  ,Heaven,"Whoever said I need a halo To make it out alive Don't think I'll ever be an angel I'm floating in the sky, I might have never been this high  [Pre-Chorus] Paradise ain't for When you got someone who lights your dark  [Chorus] You make me feel like heaven all the time All the time, all the time, all the time, yeah You make me feel like heaven all the time All the time, all the time, all the time, yeah You got me feeling like I'm finally here But it's no wonder you gon' leave me hurt 'Cause you make me feel like heaven all the time All the time, all the time, all the time, yeah  [Verse 2] I always feel like I'm forsaken With you I feel saved, yeah My heart has always hit the pavement I've never been a saint but maybe that'll change  [Pre-Chorus] Paradise ain't for (ain't for, no) When you got someone who lights your dark (lights your dark)  [Chorus] You make me feel like heaven all the time All the time, all the time, all the time, yeah You make me feel like heaven all the time All the time, all the time, all the time, yeah You got me feeling like I'm finally here But it's no wonder you gon' leave me hurt 'Cause you make me feel like heaven all the time All the time, all the time, all the time, yeah  [Bridge] Slowly fading, drifting deeper Take me home, I've waited for this moment Don't you know that love still catch you any far? Don't you know that love shots better in the dark? I've been slowly fading, hmm  [Chorus] You make me feel like heaven all the time All the time, all the time, all the time, yeah You make me feel like heaven all the time All the time, all the time, all the time, yeah You got me feeling like I'm finally here But it's no wonder you gon' leave me hurt 'Cause you make me feel like heaven all the time All the time, all the time, all the time, yeah, yeah"
  Zayvo (제이보)  ,멍멍잉 (2017),나는 항상 너를 쫄쫄 따라가지 마치 네가 전에 키우던 강아지처럼 네가 옆에 없을 땐 괜히 불안해져 계속 주위를 두리번 두리번 너의 냄새를 쫓아갈게 네가 흘린 기억들을 나는 킁킁 맡지 네가 있던 자리에는 온통 너와 함께 했던 기억들이 묻어있어 Girl I wanna 너를 따라가는 거 네가 지금 어딜 향하고 있는지는 몰라 그래도 네 옆에 있을 거야 네가 언젠간 뒤를 돌아봐 줄 거야 나는 너의 추종자가 될 거야 너의 뒤만 바라보고 있어도 돼 나는 너의 추종자가 될 거야 네가 나를 보고 웃어줬음 해 우리가 만약에 강아지였다면 너는 아마 보더콜리 정도는 됐을 거야 우리가 만약에 고양이였다면 너는 아마 페르시안 정도는 됐을 거야 너의 냄새를 쫓아가는 내 모습은 한없이 초라해지고 있어 네가 있던 자리에는 온통 너와 함께 했던 기억들이 묻어있어 Girl I wanna 너를 따라가는 거 네가 지금 어딜 향하고 있는지는 몰라 그래도 네 옆에 있을 거야 네가 언젠간 뒤를 돌아봐줄 거야 나는 너의 추종자가 될 거야 너의 뒤만 바라보고 있어도 돼 나는 너의 추종자가 될 거야 네가 나를 보고 웃어줬음 해 나는 너의 추종자가 될 거야 너의 뒤만 바라보고 있어도 돼 나는 너의 추종자가 될 거야 네가 나를 보고 웃어줬음 해
  Tara Kemp  ,Hold You Tight,"Chorus Just want to hold you tight All day All night Just want to hold you tight (x2)  I look at you You look at me And then we smile Knowing what we're in for The kiss that you give Makes me want you more and more We're having the time of our lives  And then you say that I will always be the one Someone right for your dreams at night I wish we could be Right here, right now, always Touching and loving you so right  Chorus  Seeing you here by my side Words come out that I can't hide You're an image of my dreams  I need you and you need me too As long as we keep holding on I'll be there for you  Chorus  Love Your body Your beauty I want more  I want you to Hold me, love me, squeeze me I need you to Touch me, please me, tease me (x2)  Chorus"
  Zak Abel  ,Say Sumthin,Probably 'cross the ocean maybe out at sea I just wanna know you're still with me Somewhere on a jet plane smilin' or asleep I've been waiting oh so patiently I don't wanna hold you back no I don't wanna keep you down I just wanna know we're both on solid ground You ain't gotta paint a picture I just wanna hear a sound I just wanna know you're good girl Darling won't you say something Say something Darling won't you say something Say something Won't you say something Head is in the clouds now shooting through the sky What is to become of you and I Going through the motion waiting for a sign I just need to know that you're alright I don't wanna hold you back no I don't wanna keep you down I just wanna know we're both on solid ground You ain't gotta paint a picture I just wanna hear a sound I just wanna know you're good girl Darling won't you say something Say it to me Say something Tell me what you need Darling won't you say something Say it to me Say something Tell me what you need Standing in the hallway I've been losing sleep Are you slipping through my fingers Need to hear you speak Darling won't you say something Say it to me Say something Oh don't you go nowhere Oh don't you go nowhere go nowhere Just say something say something Just say something say something Darling won't you say something say something Say something Standing in the hallway I've been losing sleep Are you slipping through my fingers Need to hear you speak Just say something Say it to me tell me what you need boy Tell me what you need boy
