artist,title,lyric
  Noel Gallagher`s High Flying Birds  ,AKA...Broken Arrow (Album Version),Fallen Angel the Broken Arrow she comfort me and ease my trouble mind Shine a light out into the shadows all the world they made me leave behind Leave me in peace I'm on the side of the angels If I die in a dream then let me live my life But all the lies that they have told me they make me want to shiver when I'm lost and I'm lonely that's not going to ease my troubled mind She's rolling over a misty morning set the sail for where the four winds blow She a siren and I'm a warning Hear to say I never told you so Leave me in peace I'm on the side of the angels If I die in a dream then let me live my life But all the lies that they have told me they make me want to shiver when I'm lost and I'm lonely that's not going to ease my troubled mind Leave me in peace I'm all alone in my angel she died in a dream so I could live my life But all the lies that they have told me they make me want to shiver when I'm lost and I'm lonely that's not going to ease my troubled mind that's not going to ease my troubled mind Fallen Angel the Broken Arrow she comfort me and ease my trouble mind Shine a light out into the shadows all the world they made me leave behind
  라이너스의 담요  ,Kangaroo (Eng Ver.),1 2 3 4 A B C Go back to the start 1 2 3 Count it back from the top We're jumping like kangaroos No need to be understood We're dancing in the sun And gonna have some fun left or right now you gotta choose your side up and down make a move to the rhythm We're jumping like kangaroos No need to be understood We're dancing in the sun And gonna have some fun Never ever hesitate Got a lot to celebrate Search for me on your own I'm gonna meet you there Come on come as you are Get ready on your mark It's time for you to take a new step Take a chance be yourself Show your dance Get your rhythm 1 2 3 4 left or right now you gotta choose your side up and down make a move to the rhythm We're jumping like kangaroos No need to be understood We're dancing in the sun And gonna have some fun Never ever hesitate Got a lot to celebrate Search for me on your own I'm gonna meet you there Come on come as you are Get ready on your mark It's time for you to take a new step Take a chance be yourself Show your dance Get your rhythm Take a chance be yourself Show your dance Get your rhythm
  신해철  ,Jazz Cafe,위스키 브랜디 블루 진 하이힐 콜라 피자 발렌타인 데이 까만 머리 까만 눈 의 사람들의 목 마다 걸려있는 넥타이 어느 틈에 우리를 둘러싼 우리에게서 오지 않은 것 들 우리는 어떤 의미를 입고 먹고 마시는가 빨간 립스틱 하얀 담배연기 테이블 위엔 보석 색깔 칵테일 촛불 사이로 울리는 내 피아노 밤이 깊어도 많은 사람들 토론하는 남자 술에 취한 여자 모두가 깊이 숨겨 둔 마음을 못 본체 하며 목소리만 높여서 얘기하네 흔들리는 사람 들 한 밤의 재즈 카페 하지만 내 노래는 누굴 위한 걸까 흔들리는 사람 들 한 밤의 재즈 카페 하지만 내 노래는 누굴 위한 걸까  사람들 돌아가고 문을 닫을 무렵 구석자리의 숙녀는 마지막 메모를 전했네 노래가 흐르면 눈물도 흐르고 타인은 알지 못하는 노래에 담긴 사연이 초록색 구두위로 떨어지네 흔들리는 사람 들 한 밤의 재즈 카페 하지만 내 노래는 누굴 위한 걸까 흔들리는 사람 들 한 밤의 재즈 카페 하지만 내 노래는 누굴 위한 걸까
  FTISLAND (FT아일랜드)  ,행복합니다,잘 가 마지막 인사로 사랑을 보냅니다 아직은 좀 부족한 사랑에 그대를 잡지 못 합니다 이젠 오랫동안 그댈 만나지 못하지만 그대가 그 동안 내게 줬던 사랑을 기억합니다 때론 아팠던 기억에 눈물도 났었지만 그대와 함께한 순간은 내 생애 가장 큰 선물이랍니다 My Love 부르고 불러도 보이지 않는 내 사랑 언젠가 다시 품에 안기길 난 기도합니다 My Love 이름만 들어도 눈물 나는 내 사랑아 어디든 내게 오는 날까지 행복해줘요 나는 행복합니다 그대와의 사랑과 이별 모두 다 소중한 추억이 있기에 무엇과도 바꿀수 없기에 너의 빈자리는 내가 항상 지켜줄께요 그대만을 사랑합니다 가끔 그리운 사랑에 눈물도 나겠지만 다시 돌아올 그댈 위해 웃음만 짓고 살아갈 나랍니다 My Love 버리고 버려도 지울 수 없는 내 사랑 끝없는 그리움에 지쳐도 난 기억합니다 My Love 평생을 살아도 하나뿐인 내 사랑아 눈감는 그날이 온다 해도 사랑해요 My Love 부르고 불러도 보이지 않는 내 사랑 언젠가 다시 품에 안기길 난 기도합니다 이름만 들어도 눈물 나는 내 사랑아 어디든 내게 오는 날까지 행복해줘요
  Arcade Fire  ,My Body Is A Cage,My body is a cage that keeps me From dancing with the one I love But my mind holds the key  My body is a cage that keeps me From dancing with the one I love But my mind holds the key  I'm standing on a stage Of fear and self-doubt It's a hollow play But they'll clap anyway  My body is a cage that keeps me From dancing with the one I love But my mind holds the key  You're standing next to me My mind holds the key  I'm living in an age That calls darkness light Though my language is dead Still the shapes fill my head  I'm living in an age Whose name I don't know Though the fear keeps me moving Still my heart beats so slow  My body is a cage that keeps me From dancing with the one I love But my mind holds the key  You're standing next to me My mind holds the key My body is a  My body is a cage We take what we're given Just because you've forgotten That don't mean you're forgiven  I'm living in an age That screams my name at night But when I get to the doorway There's no one in sight  My body is a cage that keeps me From dancing with the one I love But my mind holds the key  You're standing next to me My mind holds the key  Set my spirit free Set my spirit free Set my body free
  Deftones  ,My Own Summer (Shove It),"Hey you, big star Tell me when it's over Cloud  Hey you, big mood Guide me to shelter 'Cause I'm through when the two Hits the six and it's summer Cloud  [Pre-Chorus] Come Shove it Shove it Shove it Shove Shove it Shove it Shove it The sun Shove it Shove it Shove it Aside Shove it aside  [Chorus] I think God is moving its tongue There's no crowd in the streets and no sun In my own summer  [Verse 2] The shade is a tool, a device, a savior See, I try and look up to the sky But my eyes burn Cloud  [Pre-Chorus] Come Shove it Shove it Shove it Shove Shove it Shove it Shove it The sun Shove it Shove it Shove it Aside Shove it aside  Come Shove Shove it Shove it Shove Shove it Shove it Shove it The sun Shove it Shove it Shove it Aside Shove it aside  [Chorus] I think God is moving its tongue There's no crowd in the streets and no sun In my own summer  [Outro] Come Shove it Shove it Shove it Shove Shove it Shove it Shove it The sun Shove it Shove it Shove it Aside Shove it aside"
  Scorpions  ,Love Is War,I'm a man Trying to understand The reason I'm lost in this world Tonight I was blind I just couldn't see the signs Caught in your web of lies It's too dark to sleep Too late to pray Too hard to reach Too much to save You were once a friend to me Now you are my enemy Passion turns to hate and you make Hate worth fighting for I will rewrite history And you will not exist to me On the day you crossed the line I found out love is war Life goes by Faster than lightning strikes Crashes before you can say Goodbye Too scared to run Too proud to hide Too far to fall Too high to climb You were once a friend to me Now you are my enemy Passion turns to hate and you make Hate worth fighting for I will rewrite history And you will not exist to me On the day you crossed the line I found out love is war I laid down my defenses I opened up the door I gave you what you wanted I couldn't give you more And I gave you everything You said it's all or nothing To you it's just a game A game you're never losing  You were once a friend to me Now you are my enemy Passion turns to hate and you make Hate worth fighting for I will rewrite history And you will not exist to me On the day you crossed the line I found out love is war You were once a friend to me Now you are my enemy Passion turns to hate and you make Hate worth fighting for I will rewrite history And you will not exist to me On the day you crossed the line I found out love is war Found out love is war
  문희준  ,아낌없이 주는 나무 (Generous...),그대에게 하고픈 말 사랑해요 사랑한단 말 뿐이죠 왜 못 듣죠 내가 한 말 우리 서로 다른 길에 서있는 거겠죠 안돼 안돼 왜 아파만 해요 난 아무것도 그대의 모든걸 해줄 수가 난 없는데 오직 나만이 당신을 안아줄 수가 없는 걸 내가 할 수 있는 것이 아무것도 없는 비참한 앙상한 가지의 초라한 보잘것 없는 나의 존재 앙상한 마른 나일뿐 항상 너의 뒤에서 항상 너의 뒤에서 그립겠죠 그대 눈에 내가 비춰보이던 그때가  A time for us 커져만 가는 비참한 현실 go 꺼져만 가는 잿빛의 불씨 나의 존재 a time for us 그대에겐 내가 보이나요 난 아무것도 보이지 않는 걸 나의 마음 그리고 나 그리워요 그리워요 그대 눈에 내가 비춰 보이던 그때 사랑해요 사랑해요 그대 내겐 나의 마지막 사랑이겠죠
  투어리스트  ,꽃비,바람이 밀어주는 자전거에 너를 태우고 봄날을 가로지르면 내 품을 감싸던 너의 손가락 꽃비가 흩어지던 공원길을 따라달리면 즐겨찾던 그 카페에 우릴 반기는 카라멜 라떼 하루종일 너를 위해 노랠 부를래 아침햇살 향기들로 너를 채울래 힘들고 지친 낯선 여행도 너라면 달려갈래 한 여름의 그늘처럼 너를 지킬래 오늘만은 내 마음을 선물 해볼래 비틀비틀 봄에 취해 고백할래 꽃비가 내리는 날 꽃향기 살랑이는 호숫가에 너를 앉히고 쏟아지는 봄햇살로 너를 적시며 바라다보며 하루종일 너를 위해 노랠 부를래 아침햇살 향기들로 너를 채울래 힘들고 지친 낯선 여행도 너라면 달려갈래 한 여름의 그늘처럼 너를 지킬래 오늘만은 내 마음을 선물 해볼래 비틀비틀 봄에 취해 고백할래 꽃비가 내리는 날 멍하니 날보며 말없이 웃는 그대 꿈만같던 기다렸던 봄날의 연인처럼 마주보며 너와 함께 속삭여볼래 설레이는 가슴으로 너를 말할래 힘들고 지친 낯선 여행도 너라면 달려갈래 밤새도록 너를 위해 편지를 쓸래 사랑하는 사이처럼 너를 부를래 두근두근 떨리는 맘 너는 알까 꽃비가 내리는 날
  Ben Folds  ,Landed,"We'd hit the bottom I thought it was my fault And in a way I guess it was I'm just now finding out What it was all about  Moved to the west coast away from everyone She never told me that you called Back when I was still, I was still in love  Till I opened my eyes and walked out the door And the clouds came tumbling down And it's bye bye, goodbye, I tried And I twisted it wrong just to make it right Had to leave myself behind I've been flying high all night So come pick me upI've landed  The daily dramas she made from nothing So nothing ever made them right She liked to push me and talk me back down Until I believed I was the crazy one and in a way I guess I was  But I opened my eyes and walked out the door And the clouds came tumbling down And it's bye bye, goodbye I tried Treading a sea of a troubled mind Had to leave myself behind Singing bye bye, goodbye I tried  If you wrote me off I'd understand it Because I've been on some other planet So come pick me up I've landed  And you will be so happy to know I've come alone it's over  But I opened my eyes and walked out the door And the clouds came tumbling down And it's by my goodbye I tried Down comes the reign of the telephone czar It's OK to call Now I'll answer for myself  Come pick me up I've landed"
