artist,title,lyric
  Van Halen  ,Hot For Teacher,Oh wow man Wait a second man Whaddaya think the teacher's gonna look like this year My butt man T-T-Teacher stop that screaming teacher don't you see Don't wanna be no uptown fool Maybe I should go to hell but I'm doin' well teacher needs to see me after school I think of all the education that I missed But then my homework was never quite like this Got it bad got it bad got it bad I'm hot for teacher I got it bad so bad I'm hot for teacher Hey I heard you missed us we're back I brought my pencil Gimme something to write on man I heard about your lessons but lessons are so cold I know about this school Little girl from cherry lane how did you get so bold How did you know that golden rule I think of all the education that I missed But then my homework was never quite like this Got it bad got it bad got it bad I'm hot for teacher I got it bad so bad I'm hot for teacher Oh man I think the clock is slow I don't feel tardy Class dismissed Got it bad got it bad got it bad I'm hot for teacher
  The Verve  ,Gravity Grave [Live Glastonbury 93],"Get back, get back again and again I've been here since I can remember when My life is a boat, being blown by you With nothing ahead, just the deepest blue...  To me you're like a setting sun You rise then you're gone To me you're like a setting sun You rise then you're gone  Come back, come back again and again, I've been here since I can remember when The world just spins whilst mine stands still Nothing's changed in your gravity grave  To me you're like a setting sun You rise then you're gone To me you're like a setting sun You shine then you're gone  To me you're like a setting sun You shine then you're gone To me you're like a setting sun You shine then you're gone Go down on your light So bright it burns my eyes Sounds like a perfect way To end my life To me you're like a setting sun... To me you're like a setting sun...  ------------- Lyrics Powered by LyricFind Written By JONES, SIMON/SALISBURY, PETER/MC CABE, NICK Lyrics © EMI Music Publishing"
  LP  ,Muddy Waters,"We are kneeling at the rivers edge and tempting All the steps to follow closer right behind Is it only when you feel a part is empty That it's gnawing at the corners of your mind  I will ask you for mercy I will come to you blind What you'll see is the worst me Not the last of my kind  In the muddy water we're falling In the muddy water we're crawling Holds me down Hold me now Sold me out In the muddy waters we're falling  It is not clear why we choose the fire pathway Where we end is not the way that we had planned All the spirits gather 'round like its our last day To get across you know we'll have to raise the sand  Oooh, I will ask you for mercy I will come to you blind What you'll see is the worst me I'm not the last of my kind  In the muddy water we're falling In the muddy water we're crawling Holds me down Hold me now Sold me out In the muddy waters we're falling  Don't fail me now Put your arms around me and pull me out I know I'm found With your arms around me, oh save me now  In the muddy water we're falling In the muddy water we're crawling Holds me down Hold me now Sold me out In the muddy waters we're falling"
  Limp Bizkit  ,Don`t Go Off Wandering,"Everyday is nothing but stress to me I'm constantly dwelling on how you got the best of me Wanna know something I can't believe The way you keep testing me and mentally molesting me Would you think any less of me if I said that I'd be there Would you think any less of me if I said I really cared Of course you would 'cause you only want what you can't have As for me I'm stuck with my dick in my hand because  Chorus You don't feel nothing at all You don't feel nothing at all  Verse 2 Maybe there's more to life than it seems I'm constantly running from reality chasing dreams Wanna know something I can't believe Just how much misery comes with humility Do you think any less of me now that I'm gone Look at me now, everything is gone I can't seem to do anything right But I figured out why you don't let me inside because  Chorus You don't feel nothing at all You don't feel nothing at all  Bridge You need nothing from me now So you think I'm useless to you now But I need one thing from you now I insist that you feel me now You said you needed me, you said, you said You said you needed me, you said, you said You said, you said You said, you said  Chorus You don't feel nothing at all You don't feel nothing at all"
  The Go-Go`s  ,Vacation,Can't seem to get my mind off of you Back here at home there's nothin' to do Now that I'm away I wish I'd stayed Tomorrow's a day of mine That you won't be in When you looked at me I should've run But I thought it was just for fun I see I was wrong And I'm not so strong I should've known all along That time would tell A week without you Thought I'd forget Two weeks without you and I Still haven't gotten over you yet Vacation All I ever wanted Vacation Had to get away Vacation Meant to be spent alone Vacation All I ever wanted Vacation Had to get away Vacation Meant to be spent alone A week without you Thought I'd forget Two weeks without you and I Still haven't gotten over you yet Vacation All I ever wanted Vacation Had to get away Vacation Meant to be spent alone Vacation All I ever wanted Vacation Had to get away Vacation Meant to be spent alone Vacation All I ever wanted Vacation Had to get away Vacation Meant to be spent alone
  Day Wave  ,Something Here,"I'm looking around My head on the ground I feel that I'm sinking in I'm walking around I look at the ground I feel that I'm listening  There's something here, oh And my head feels heavy There's something here, oh And my head feels heavy  There's nothing to say So keep from my way I feel that I'm nothing real Turning around To touch the ground I feel that I'm nothing real  There's something here, oh And my head feels heavy There's something here, oh And my head feels heavy  Laying around My head on the ground I feel that I'm sinking in Walking around I look at the ground I feel that I'm listening  There's something here, oh And my head feels heavy There's something here, oh And my head feels heavy"
"  장세용 ,  김효수  ",서성인다,"너만 달라져 가던 그 시간들이 너무 아파서  지치고 무거운 발걸음으로 너를 따라 걸어갔지  처음 힘들게 내딘 발걸음이 너무 아쉬워  천천히 오랫동안 느린 걸음으로 따라 걸어왔지    참 많은 시간 흐르고 우린 그자리에 서 있지만  너무도 변해버려 아무 말 할 수 없어    네가 앞서갔던 그 발자국을 지워갔지  나에겐 한걸음도, 많은 다짐과 체념이 필요했어    힘들게 걸어온 우리 이젠 그 아픔을 나누지만  너무도 낯설어져 눈물로 머뭇거려    의미를 잃어버리고 흩어진 추억을 모아  서로의 곁에서 눈물로 서성인다    참 많은 시간 흐르고 우린 그자리에 서 있지만  너무도 변해버려 아무 말 할 수 없어 (아무말 할수없어)  힘들게 걸어온 우리(우리는) 이젠 그 아픔을 나누지만  참 많이 변해버려 아무말 할 수 없어  서성인다"
  김종서  ,너에게,힘없이 멈춰진 하얀손 싸늘히 식어가는 눈빛 작은 그 무엇도 해줄수가 없었던 나 비라도 내리길 바랬지 몇일이 갔는지 몰랐어 그저 숨 쉬는게 허무한듯 느껴질뿐 이제난 누구의 가슴에 안겨서 아픔을 얘기해야 하는가 너무 힘 들다고 말하고 싶지만 들어줄 너는 없는데...  비라도 내리길 바랬지 몇일이 갔는지 몰랐어 그저 숨 쉬는게 허무한듯 느껴질뿐 이제난 누구의 가슴에 안겨서 아픔을 얘기해야 하는가 너무 힘 들다고 말하고 싶지만 들어줄 너는 없는데... 이제난 누구의 가슴에 안겨서 아픔을 얘기해야 하는가 너무 힘 들다고 말하고 싶지만 들어줄 너는 없는데...
  Clean Cut Kid  ,Felt,Vibrations running through my veins and move in my hips Filling me up from my feet to the grooves in my fingertips Heartbeat skipping tripping over my words And my mind keeps replaying all the phrases I've heard 'Cause I'm swallowed up by the touch of somebody new I felt it for you I felt it for you I felt it for you I felt it for you I felt it for you When I'm lying in my bed I see the outline of your head where you used to lie In the corner by the door there's a t shirt on the floor that you left behind when you said goodbye Time runs away with me and I'm losing track Picturing you here and it's taking me back to a time before my heart was broken and blue I felt it for you I felt it for you I felt it for you I felt it for you I felt it for you Vibrations running through my veins I felt it for you I felt it for you Filling me up from my feet I felt it for you I felt it for you Years went by in a blink of an eye Finally got you out of my life Found a cool girl who loves me Are you still thinking of me We were so young and different then What would you do if you saw me again Would you still recognise me Would you just walk right by me Well I hope you found the love in the heart of someone new I hope you found the love so true I felt it for you I felt it for you I felt it for you I felt it for you I felt it for you
  Fiona Apple  ,Left Alone,You made your major overtures When you were a sure and oritund mutt And I was still a dewy petal Rather than a moribund slut My love wrecked you You packed to twirl your skirt at the palace It hurt more than it ought to hurt I went to work to cultivate a callus And now I'm hard too hard to know I don't cry when I'm sad anymore no no Tears calcify in my tummy Fears coincide with the tow How can I ask anyone to love me When all I do is beg to be left alone Oh when I try to love I can love the same man in the same bed in the same city But not in the same room it's a pity but Oh it never bothered me before Not 'til this guy what a guy oh God what a good guy And I can't even enjoy him And now I'm hard too hard to know I don't cry when I'm sad anymore no no Tears calcify in my tummy Fears coincide with the tow How can I ask anyone to love me When all I do is beg to be left When all I do is beg to be left When all I do is beg to be left alone Alone alone My ills are reticulate My woes are granular The ants weigh more than the elephants Nothing nothing is manageable So couldn’t we skip the valedictories I can see a door there Shut it and forget my number And now I'm hard too hard to know I don't cry when I'm sad anymore no no Tears calcify in my tummy Fears coincide with the tow How can I ask anyone to love me When all I do is beg to be left When all I do is beg to be left When all I do is beg to be left alone
