artist,title,lyric
  Dio  ,Strange Highways,It's a crazy world we live in and I'm leaving it today for another institution we crazy people play Every time I climb the mountain and it turned into a hill I promised me that I'd move on and I will I I good for nothing going nowhere so they say hey someone give me blessings for they say that I have sinned That when I crawl inside myself and ride into the wind on strange highways on strange highways Hey you I want your number don't even wonder we do things our way here Questions these are forbidden we got no answers believe us anyway So here is my confession it's the only broken rule sometimes I crawl inside of me Where I can be the fool on strange highways on strange highways oh You can see the other side and you shall come over you can't leave the other side if you say I will Everytime I climb the mountain and it turned into a hill well I promised me I'd disappear and now I know I will So someone give me blessings for the times you say I've sinned So I can crawl inside myself and ride into the wind on strange highways on strange highways Questions they're forbidden hey you what's your number oh we've got no answers Don't you even wonder on strange highways aaah
  Dream Theater  ,Another Day (2007 Remix),"Live another day  Climb a little higher  Find another reason to stay  Ashes in your hands  Mercy in your eyes  If you`re searching for a silent sky...  You won`t find it here  Look another way  You won`t find it here  So die another day  The coldness of this words  The message in his silence,  ""Face the candle to the wind...""  This distance in my voice  Isn`t leaving you a choice  So if you`re looking for a time to run away...  You won`t find it here  Look another way  You won`t find it here  So try another day  They took picture of our dreams  Ran to hide behind the stairs  And said maybe when it`s right  for you, they`ll fall  But if they don`t come down  Resist to need to pull them in  And throw them away  Better to save the mystery  Than surrender to the secret  You won`t find it here  Look another way  You won`t find it here  So try another day"
  DevilDriver  ,Not All Who Wander Are Lost (Explicit),"Only the gods know They're looking right through you Straight into the eyes of a dead man There isn't enough hours in the day What will be seen When your world comes crashing down Staring in the eyes of a gone man No more fuckin' time left on your side, on you side All of your hopes and dreams don't mean shit All that's left is, now to nowhere I believe do anything at all costs You must believe Not all who wander are lost Tied to the tree of woe, so woe to you In front of the man with the dead eyes With a choir of faith there's still hell to pay Not enough hours in the day Hell of patience to be paid So who's left to wonder In the wake of destruction, get made All of your hopes and dreams never meant shit All that's left is, now to nowhere I believe, do anything at all costs You must believe Not all who wander are lost Something, somewhere, injects the eye Texas Nights Defines the sky"
  Pantera  ,Suicide Note Pt.Ⅱ,"Cheap cocaine, a dry inhale, the pills that kill and take the pain away  Diet of life, shelter without, the face that cannot see inside yours and mine    [Pre]  When I'm hiding, when I need it,  it lets me breathe,  for our handle on this life, I don't believe  this time    [Chorus]  Would you look at me now?  Can you tell I'm a man?  With these scars on my wrists  To prove I'll try again  Try to die again, try to live through this night  Try to die again.....    Forever fooling, free and using,sliding down the slide that breaks a will  Mothers angel, getting smarter, how smart are you to regress unfulfilled?  It's a damn shame, but who's to blame?"
  Green Day  ,Oh Love (Demo),"Oh Love, oh love Won't you rain on me tonight Oh life, oh life Please don't pass me by Don't stop, don't stop Don't stop when the red lights flash Oh ride, free ride Won't you take me close to you Far away, far away Waste away tonight I'm wearing my heart on a noose Far away, far away Waste away tonight Tonight my heart's on the loose Oh lights and action I just can't be satisfied Oh losers and choosers Won't you please hold on my life Oh hours and hours Like the dog years of the day Old story, same old story Won't you see the light of day Far away, far away Waste away tonight I'm wearing my heart on a noose Far away, far away Waste away tonight Tonight my heart's on the loose Talk myself out of feeling Talk my way out of control Talk myself out of falling in love Falling in love with you Oh love, oh Love Won't you rain on me tonight Oh ride, free ride Won't you take me close to you Far away, far away Waste away tonight I'm wearing my heart on a noose Far away, far away Waste away tonight Tonight my heart's on the loose Far away, far away Waste away tonight I'm wearing my heart on a noose Far away, far away Waste away tonight Tonight my heart's on the loose Tonight my heart's on the loose Tonight my heart's on the loose"
  Travis  ,The Connection,"I stayed in town for a while Watching cars pass me by And I'm trying not to get too high But then I realised Is there only one direction Is there only right from wrong Got to make the right connection On my own I never said you would cry But I lied, now I lied Now he's crying just to get by Just to find, find out why There is only one direction There is only right from wrong Got to make the right connection On their own  I stuck around for a while Watch the grass getting high And I try not to think for a while But then I had to smile Cos there's only one direction Is there only one way home Got to make the right connection On their own"
  Story Of The Year  ,Tell Me (P.A.C.),"They locked the door Give me the strength to break it down Yeah we've always faced this world as one And I know theres nothing different now Because this heart is true Its true, its true  [Chorus] So tell me Tell me that I'm not all alone And everythings alright So tell me, tell me That I'm not all alone And everythings alright now  Tonight we'll tear this city down Yeah we're gonna drive all night and reach the sun And I'll pray that time will never end Race the clock again, with you With you  [Chorus]  We are the fallen We are the light inside of the fire below We are the broken We are the rising tide and the undertow  [Chorus: x2]  So tell me Tell me that I'm not all alone And everythings alright Everythings alright now! Let go Its alright now!"
  Celesty  ,Lost In Deliverance,"I feel the pain in my heart I must ride I escaped but I won't lose my pride My horse shall lead my way to Andoria town  From there I can contact ""great Gods"" Spirits shall give me the power and force  I remember how God's slain to the ground Screams of pain and spilled blood all around I still hear his laughter of triumph in my ears  I no longer feel the power of ice Spirits will give me more strength to rise  To Andoria now I must ride (Now I must ride) And contact Great Spirits they are on my side I must find a way to survive (Way to survive) His powers are great but I must not hide The Spirits will help me to fight The glory of victory is in my sight Now hurry my horse, I must be there before the night I cannot fail  After hours of riding, I'm lost Village of Elger please help me, you must [Amardon] I'm Sir Amardon I'm a man with honor and pride  I will lead your way into that town Farewell people my destiny's found  [Shermin] To Andoria now we must ride (Now we must ride) And contact Great Spirits they are on our side We must find a way to survive (Way to survive) His powers are great; but we must not hide The Spirits will help us to fight The glory of victory is in our sight Now hurry my horse, we must be there before the night We cannot fail"
  Ozzy Osbourne  ,Black Rain,I don't know what they're talking about I'm making my own decisions This thing that I found Ain't gonna bring me down I'm like a junkie without an addiction Mama don't cry I just wanna stay high Like playing with danger or fear Everybody's walking but nobody's talking It looks a lot better from here All my life I've been over the top I don't know what I'm doing All I know is I don't wanna stop All fired up I'm gonna go till I drop You're either in or in the way don't make me I don't wanna stop  Why don't they ever listen to me Is this a one way conversation Nothing they say is gonna set me free Don't need to make no reservations Too many religions for only one god I don't need another savior Don't try to change my mind You know I'm one of a kind Ain't gonna change my bad behavior All my life I've been over the top I don't know what I'm doing All I know is I don't wanna stop All fired up I'm gonna go till I drop You're either in or in the way don't make me I don't wanna stop All my life I've been over the top I don't know what I'm doing All I know is I don't wanna stop All fired up I'm gonna go till I drop You're either in or in the way don't make me I don't wanna stop  I don't wanna stop  I don't wanna stop I don't wanna stop I don't wanna stop I don't wanna stop  All my life I've been over the top I don't know what I'm doing All I know is I don't wanna stop All fired up I'm gonna go till I drop You're either in or in the way don't make me I don't wanna stop All my life I've been over the top I don't know what I'm doing All I know is I don't wanna stop All fired up I'm gonna go till I drop You're either in or in the way don't make me I don't wanna stop
  Alien Ant Farm  ,Sticks And Stones,"I liked you You showed me These calls must continue  Time is collapsing in my head I built all the walls you can't come in You were the one that called me last I highly doubt this thing will last  [Chorus] Sticks and stones, they hurt When you shoot them through the phone And you dragged my name through dirt And it hurts to be left here all alone  Elegant thoughts I will not share My symphonic silence I hope you can bare it, baby I liked you You showed me Exactly who I don't want to be  [Chorus]  I'll always look for you I'll always look for you No stone was left unturned  You were the one that called me last I highly doubt this thing will last Cause you were the one that messed up  [Chorus]  Sticks and stones get shot through the telephone With instant results, we're both left alone"
