artist,title,lyric
  Ava Max  ,My Way,My momma use to say Baby make me proud You've got such a pretty face But such a dirty mouth But how come when I tell you What's on my mind like men do I'm called crazy Crazy This is not a love song This is not a sing along But ladies are you with me I know that you're with me Add a little sugar they say Be a little sweeter they say Gotta give and take but I say This time it's my way ah my way Be a little proper they say Speak a little softer they say Gotta be a lady but I say This time it's my way ah my way My way my way my way This time it's my way ah my way My way my way my way This time it's my way ah my way I'll do me You do you I don't need nobody's permission I won't back down Win or lose Oh yeah one and only limited edition yeah This is not a love song This is not a sing along But ladies are you with me I know that you're with me Add a little sugar they say Be a little sweeter they say Gotta give and take but I say This time it's my way ah my way Be a little proper they say Speak a little softer they say Gotta be a lady but I say This time it's my way ah my way This time it's my way ah my way This time it's my way ah my way This time it's my way ah my way This time it's my way ah my way
  Danny & The Veetos  ,Alright,"Do you know how many sides I see Cause in the night my shadows tend to light Do you remember all those lovely vived scenes, they seemed to faith, when neckless call me back Yeah you please tell me, that everything is alright, alright  My colours seem to blossom, when the flowers reappear and the truth tends to overwhelm the giants in the sky, somehow I feel lost in this fast ocean of myself, but I guess it will be alright, yeah I guess everything will be alright, alright  But there is hope in the silence when I'm searching, when I know That I'm one in a billion of lovely faces I'm born in praises But there is hope in the silence when I'm searching, when I know That I'm one in a billion of lovely faces I'm born in praises"
  Carla Bruni  ,Dolce Francia (Live),Mi ritornano di notte dei pensieri tutti miei Dei ricordi dellinfanzia profumati come mai Mi ricordo la mia scuola la mia strada la citt E le canzoni che cantavo di Trenet o di Ferrat Dolce Francia caro paese dinfanzia Mi hai cullata di speranza e ti ho presa nel moi cuor La mia casa che tranquilla ci aspettava Ogni sera si sognava senza lombra di un timor Io ti amo e ti dedico sto brano Io ti amo nella gioia e nel dolor Dolce Francia caro paese dinfanzia Mi hai cullata di speranza e ti ho presa nel mio cuor Oggi vado per il mondo sotto mille celi blu incantevole e rotondo da Venezia a Tombouctou Ma i miei pi cari ricordi vengono tutti da te Dai tuoi verdi paesaggi i tuoi villaggi i tuoi caff Dolce Francia caro paese dinfanzia Mi hai cullata di speranza e ti ho presa nel mio cuor La mia casa che tranquilla ci aspettava E mia madre sorrideva senza lombra di un timor Io ti amo e ti dedico sto brano Io ti amo nella gioia e nel dolor Dolce Francia caro paese dinfanzia Mi hai cullata di speranza e ti ho presa nel mio cuor Si ti ho presa nel mio cuor
  Conor Maynard  ,Another One,Oh oh oh oh oh oh For once I hit the spot real early Quickly spotted this beautiful girlie She had me going damn oh la la Said she wanna peel my banana na na Took her to my cabana Had to pull her g string like Santana Have a zip of this no manana Next thing I gotta ask do you wanna Voulez vous you know the rest Merci beaucoup she said and got undressed I want it all and nothing less Roll up in the spot and got the best once again I got another one one one one Ain't no way I'm gonna come come come come Back to the club to the party I got what I came for You still searchin the floor I got another one one one one Ain't no way I'm gonna come come come come Back to the club to the party I got what I came for You still lookin for more Guys coming out club empty handed No girl cursing like god dammit Went and spent your rent money on nada Can't even fix your broke Lada My girl drippin in Prada Pass you one cause I got a hole lotta Come on over here let me show You how to get it in many nights in a row Just say Voulez vous you know the rest Merci beaucoup she said and got undressed I want it all and nothing less Roll up in the spot and got the best once again I got another one one one one Ain't no way I'm gonna come come come come Back to the club to the party I got what I came for You still searchin the floor I got another one one one one Ain't no way I'm gonna come come come come Back to the club to the party I got what I came for You still lookin for more It's so hard for me to pick There's so much to choose from All this candy makes me sick But I'm still gonna have some Monday Tuesday Wednesday Thursday Friday Saturday Sunday All that I know is that when I saw you girl I got another one one one one Ain't no way I'm gonna come come come come Back to the club to the party I got what I came for You still searchin the floor I got another one one one one Ain't no way I'm gonna come come come come Back to the club to the party I got what I came for You still lookin for more I got the baddest chic on the island Best believe she's got this man smiling You can stay all night But you ain't getting what I got No you're not no no you not ey No you're not no no you not ey No you're not no no you not ey No you're not no no you not ey Oh oh oh oh oh oh
  Katy Perry  ,California Gurls (Feat. Snoop Dogg),greetings loved ones let's take a journey i konw a place where the grass is really greener warm wet and wild there must be somethin' in the water sippin' gin and juice layin' underneath the palm treesundone the boys break their necks try'na creep a little sneak peekat us you could travel the world but nothing comes close to the golden coast once you party with us you'll be falling in love oooh oh ooooh california girls we're unforgettable daisy dukes bikinis on top sunkissed skin so hot we'll melt your popsicle oooh oh ooooh california girls we're undeniable fine freash fierce we got it on lock westcoast represent now put your hands up oooh oh oooh sex on the beach we don't mind sand in our stilettos we freak in my jeep snoop doggy dogg on the stereooh oh you could travel the world but nothing comes close to the golden coast once you party with us you'll be falling in love ooooh oh ooooh california girls we're unforgettable daisy dukes bikinis on top sunkissed skin so hot we'll melt your popsicle oooh oh ooooh california girls we're undeniable fine freash fierce we got it on lock westcoast represent now put your hands up ooooh oh oooh toned tanned fit and ready turn it up cause it's gettin heavy wild wild westcoast these are the girls i love the most i mean like she's the one kiss her touch her squeeze her buns the girl's a freak she drives a jeep and live on the beach i'm okay i won't play i love the bay just like i love LA venice beach and palm springs summer time is everything all the boys bangin' out all that ass hangin' out bikinis zucchinis martinis no weenies just the king and the queenie katy my lady you're lookin' here baby i'm all up on you cause you representin california california girls we're unforgettable daisy dukes bikinis on top sunkissed skin so hot we'll melt your popsicle oooh oh oooh california girls we're undeniable fine fresh fierce we got it on lock westcoast represent now put your hands up oooh oh oooh california girls man i wish they all could be california girls
  Simon & Garfunkel  ,April Come She Will,April come she will When streams are ripe and swelled with rain May she will stay Resting in my arms again June she'll change her tune In restless walks she'll prowl the night July she will fly And give no warning to her flight August die she must The autumn winds blow chilly and cold September I'll remember A love once new has now grown old
  YUNGBLUD  ,Die A Little,Just when life gets messed up Just when you can't turn back Sometimes life gets like that It's my addiction Take my foot off the gas Step on paper-thin glass Play the music and dance It's my addiction 'Cause we are the lonely ones We are the lonely ones We are the lonely ones All you gotta do is die a little die a little Die a little to survive Help me take my precious time All you gotta do is cry a little cry a little Cry a little to be fine Help me figure out my mind You help me sleep at night Help me turn off the lights Calm down my obsessed mind You're my religion You can follow the lines Piece by piece time by time Hold my hands when I'm blind Like a magician We are the lonely ones We are the lonely ones We are the lonely ones All you gotta do is die a little die a little Die a little to survive Help me take my precious time All you gotta do is cry a little cry a little Cry a little to be fine Help me figure out my mind We are the lonely ones We are the lonely ones We are the lonely ones 'Cause we are the lonely ones We are the lonely ones We are the lonely ones And just when life gets messed up Just when you can't turn back Sometimes life gets like that It's my addiction
"  Zac Efron ,  Zendaya  ",Rewrite The Stars,You know I want you It's not a secret I try to hide I know you want me So don't keep saying our hands are tied You claim it's not in the cards But fate is pulling you miles away And out of reach from me But you're here in my heart So who can stop me if I decide That you're my destiny What if we rewrite the stars Say you were made to be mine Nothing could keep us apart You'd be the one I was meant to find It's up to you and it's up to me No one can say what we get to be So why don't we rewrite the stars Maybe the world could be ours Tonight You think it's easy You think I don't want to run to you But there are mountains And there are doors that we can't walk through I know you're wondering why Because we're able to be Just you and me Within these walls But when we go outside You're going to wake up and see that it was hopeless after all No one can rewrite the stars How can you say you'll be mine Everything keeps us apart And I'm not the one you were meant to find It's not up to you It's not up to me When everyone tells us what we can be How can we rewrite the stars Say that the world can be ours Tonight All I want is to fly with you All I want is to fall with you So just give me all of you It feels impossible It's not impossible Is it impossible Say that it's possible How do we rewrite the stars Say you were made to be mine Nothing can keep us apart Cause you are the one I was meant to find It's up to you and it's up to me No one can say what we get to be And why don't we rewrite the stars Changing the world to be ours You know I want you It's not a secret I try to hide But I can't have you We're bound to break and My hands are tied
  Foxes  ,Wicked Love,Screaming all night Rip me right from paradise Big words small lies Out to get me every time Lost in your heartbeat body moving on mine Caught in the madness doubt the feelings inside Cause I know that you're trouble and I know that it ain't right But I want you and I can't get enough Of your wicked love wicked love wicked love wicked love Hurts when I hold your Wicked love wicked love wicked love wicked love But it's worse when it's over You're no good for me This ain't how it oughta be But you're like honey I get stuck when you get sweet Lost in your heartbeat body moving on mine Caught in the madness doubt the feelings inside Cause I know that you're trouble and I know that it ain't right But I want you and I can't get enough Of your wicked love wicked love wicked love wicked love Hurts when I hold your Wicked love wicked love wicked love wicked love But it's worse when it's over It's kind of criminal When you mess with my head But it turns me turns me on Every time I see red Of your wicked love wicked love wicked love wicked love Hurts when I hold your Wicked love wicked love wicked love wicked love But it's worse when it's over Wicked love wicked love wicked love wicked love Hurts when I hold your Wicked love wicked love wicked love wicked love But it's worse when it's over Wicked love wicked love wicked love wicked love Hurts when I hold your Wicked love wicked love wicked love wicked love But it's worse when it's over
  Putochinomaricon  ,No Quiero Salir,Siento que estoy perdiendo el tiempo Sin raz?n Y es que no hay m?s ganas de fiesta Sin ton ni son Prefiero estar solo en casa Estoy mejor Tener el m?vil apagado En modo avi?n  Y me voy a resistir Aunque vuelvas a insistir Y es que no hay excusas Para tus preguntas Pero hoy no quiero salir  Y me voy a resistir Aunque vuelvas a insistir Y es que no hay excusas Para tus preguntas Pero hoy no quiero salir  Siento que estoy perdiendo el tiempo Sin raz?n Y es que no hay m?s ganas de fiesta Sin ton ni son Prefiero estar solo en casa Estoy mejor Tener el m?vil apagado En modo avi?n  Y me voy a resistir Aunque vuelvas a insistir Y es que no hay excusas Para tus preguntas Pero hoy no quiero salir  Y me voy a resistir Aunque vuelvas a insistir Y es que no hay excusas Para tus preguntas Pero hoy no quiero salir
  Tom Odell  ,Half As Good as You (feat. Rae Morris),"I'm sick to death of eating breakfast on my own Starting out my daily blues (Hmmm) I’m sick to death of spilling coffee on my phone (Oh) Scrolling through pictures of you I'd like to say that maybe we could work it out But I know that it's no use  [Chorus: Tom Odell & Rae Morris] If I ever find anyone half as good as you I think maybe that would do (Oh, oh)  [Verse 2: Rae Morris & Both] I kissed a stranger in the hallway late last night He was wearing purple shoes I asked him when he kissed me, could he close his eyes? But he just looked at me confused (Oh) And people say my expectations are too high But I’m not asking for the moon  [Chorus: Rae Morris & Both] If I ever find anyone half as good as you I think maybe that would do (Ooh, ooh) If I ever find anyone half as good as you I think maybe that would do  [Bridge: Tom Odell, Rae Morris & Both] Oh, I'm so sick of laying here So sick of counting tears Comparing everyone to you Oh, oh Oh, I'm so sick of waiting here So frustrated My suspicions are you're laying there and thinking of me too  [Verse 3: Tom Odell, Rae Morris & Both] I learned the lyrics yesterday to all your songs There was one I couldn't do I think the lyric went ""You'll miss me when I'm gone"" But the chords, I was confused I'd ask you ’round and you could tell me where I’m wrong But then I know you'd just refuse Refuse  [Chorus: Tom Odell & Both] If I ever find anyone half as good as you I think maybe that would do Oh, oh If I ever find anyone half as good as you I think maybe that would do"
  MGMT  ,Congratulations,Dead in the water It's not a paid vacation The sons and daughters of city officials Attend demonstrations It's hardly a sink or swim When all is well if the ticket sells Out with a whimper It's not a blaze of glory You look down from your temple As people endeavor to make it a story And chisel a marble word But all is lost if it's never heard But I've got someone to make reports That tell me how my money's spent To book my stays and draw my blinds So I can't see what's really there And all I need's a great big congratulations I'll keep your dreams You pay attention for me As strange as it seems I'd rather dissolve than have you ignore me The ground may be moving fast But I tied my boots to a broken mast The difference is clear You throw it in your cauldron Rust and veneer dusk and dawn Steinways and Baldwins You start with a simple stock of all the waste And salt to taste But damn my luck and damn these friends That keep on combing back their smiles I save my grace with half-assed guilt And lay down the quilt upon the lawn Spread my arms and soak up congratulations
  Adam Lambert  ,Time For Miracles,It's late at night and I can't sleep Missing you just runs too deep Oh I can't breathe thinking of your smile Every kiss I can't forget This aching heart ain't broken yet Oh God I wish I could make you see Cuz I know this flame isn't dying So nothing can stop me from trying Baby you know that Maybe it's time for miracles Cuz I ain't giving up on love You know that Maybe it's time for miracles Cuz I ain't giving up on love No I ain't giving up on us  I just want to be with you Cuz living is so hard to do When all I know is trapped inside your eyes The future I cannot forget This aching heart ain't broken yet Oh God I wish I could make you see Cuz I know this flame isn't dying So nothing can stop me from trying Baby you know that Maybe it's time for miracles Cuz I ain't giving up on love You know that Maybe it's time for miracles Cuz I ain't giving up on love No I ain't giving up on us  Baby can you feel it coming You know I can hear it Hear every soul Baby when you feel me feeling you You know it's time  Baby you know that Maybe it's time for miracles Cuz I ain't giving up on love You know that Maybe it's time for miracles Cuz I ain't giving up on love You know that Maybe it's time for miracles Cuz I ain't giving up on love You know I ain't giving up on us You know I ain't giving up on Oh I ain't giving up on us
