artist,title,lyric
  Jack Gray  ,Fools,I've been getting by a dollar at a time Now I gotta lie to myself I do it all the time She's heartbroken I'm just broken somehow I do it all the time I need a little drive or she'll leave me behind I need to go down the coastline can I get a ride She's heartbroken I'm just broken somehow Can I get a ride Now I got no more friends How did this happen again I need you to stop fucking with it Now I got no friends How did this happen again I need you to stop fucking with it Maybe I'm just a fool fool for loving you Maybe I'm just a fool fool for loving you Can you let it slide I'm doing the time I caught her in the act but the fact is that I'd probably take her back tonight She's still heartbroken I'm just broken somehow I'm doing the time Now I got no friends How did this happen again I need you to stop fucking with it Now I got no friends How did this happen again I need you to stop fucking with it Maybe I'm just a fool fool for loving you Maybe I'm just a fool fool for loving you My card got declined 'cause she took it all Now wasn't really much left I guess I don't mind 'cause I'm already broke And now she's under house arrest My card got declined 'cause she took it all Now wasn't really much left I guess I don't mind 'cause I'm already broke And now she's under house arrest My card got declined 'cause she took it all Now wasn't really much left I guess I don't mind 'cause I'm already broke And now she's under house arrest My card got declined 'cause she took it all Now wasn't really much left I guess I don't mind 'cause I'm already broke And now she's under house arrest Now I got no friends How did this happen again I need you to stop fucking with it Now I got no friends How did this happen again I need you to stop fucking with it Maybe I'm just a fool fool for loving you Maybe I'm just a fool fool for loving you
  Groove Theory  ,Angel,"There's something I know I should of told you Something that's growing everyday Whether or not I say it a lot I'm down with you in every single way Gonna be days when you are lonely And people will say they got no time When you're alone Call me on the phone Baby, you always got mine And when the wind blows Baby, don't cry, just remember my words chorus Baby luv Gentle as raindrops falling in June Pretty as sunshine And flowers in bloom Baby love As long as you're happy, I'm happy too It's a delight You're in my life You got a glow that just surrounds you When I'm with you I'm shining bright Honey, it's true I love the way you do And I could tell you every night You're so lovely when you're laughing It makes my day just to see you smile Didn't you know When you played in the snow You set my winter on fire And when the wind blows Baby, don't cry, just remember my worlds Baby love Gentle as raindrops falling in June Pretty as sunshine and flowers in bloom Baby love Long as your happy, I'm happy too It's a delight God gave you life Baby love Ooh, baby luv, baby, baby chorus"
  Ricky Martin  ,Entre El Amor Y Los Halagos,"Yo quisiera quererte Lo sabes bien Que no puedo entregarme Tambien Me pareces sincera Pero aun asi No me siento empapado De ti  Tengo pocos amigos o lo que es igual No los siento conmigo Cuando estoy mal Cuando estoy arriba Vienen a mi No quisiera que fueras asi  Yo quisiera confiar Poderme ilusionar Poder amar y ser amado Yo no puedo ser feliz Pues no se distinguir Entre el amor y los halagos Yo prefiero no sonar Vivir mirando al mar, Como un ermitano  Yo quisiera quererte Comprendeme Solo es un problema de fe. No se como lo haremos Decidelo Sabes bien lo que pienso del amor  Yo quisiera confiar Poderme ilusionar Poder amar y ser amado Yo no puedo ser feliz, Pues no se distinguir Entre el amor y los halagos Yo prefiero no sonar vivir mirando al mar como un ermitano Incluso tu, La imagen del amor, Que carta jugaras Entre el amor y los halagos"
  Clay Aiken  ,All Is Well,All is well all is well Angels and men rejoice For tonight darkness fell Into the dawn of love's light Sing A le Sing Alleluia All is well all is well Let there be peace on earth Christ is come go and tell That He is in the manger Sing A le Sing Alleluia All is well all is well Lift up your voice and sing Born is now Emmanuel Born is our Lord and Savior Sing Alleluia Sing Alleluia All is well  Born is now Emmanuel Born is our Lord and Savior Sing Alleluia Sing Alleluia All is well
  J.Fla  ,All Falls Down,What's the trick I wish i knew I'm so done with thinking through All the things I could've been And I know you wonder too All it takes is that one look you do And I run right back to you You cross the line And it's time to say F you What's the point in saying that When you know how I'll react You think you can just take it back But just don't work like that You're the drug that I'm addicted to And I want you so bad Guess I'm stuck with you And that's that Cause when it all falls down then whatever When it don't work out for the better If it's just ain't right And it's time to say goodbye When it all falls down When it all falls down I'll be fine I'll be fine You're the drug that I'm addicted to And I want you so bad But I'll be fine Why we fight I don't know We say what hurts the most Oh I tried staying cold But you take it personal All this firing shots and making ground It's way too hard to cope But I still can't let you go Cause when it all falls down then whatever when it don't work out for the better If we just ain't right And it's time to say goodbye When it all falls down When it all falls down I'll be fine I'll be fine You're the drug that I'm addicted to And I want you so bad But I'll be fine
  Jennifer Chung  ,I Know I Should Call (Feat. Sam Ock),Things Got Heated I Know You Needed Space Couldn't Even Get A Word In You Didn't Even Look Me In My Face Why Even Try When All You Do Is Deny We're On A Team And Love That Means We're On Each Other's Side Why Do You Get So Mean What Do You Want From Me Why Isn't This Easy Was It Really My Fault What Did You Mean By That Why Did I Get So Mad What Is It That We Have I Can't Let It Go Yet I Know I Should Call Before I Regret It All I Know I Should Call Before I Regret It All I Know That I Should I Should I Should I Should I Know That I Should I Know That I Should Call Before I Regret It All La La La La La La La La La La La La La La La La La La La La La La I Know That I Should I Should I Should I Should I Know That I Should I Know That I Should Call Before I Regret It All Holding Grudges Don't Take Much It's Easy Yeah Try Forgiveness No Excuses Oh My Heart Just Skipped A Beat It's Hard To Try In Case Again You Deny Everything That I'm Feeling Oh I Think I'm Gonna Cry Why Do You Get So Mean What Do You Want From Me Why Isn't This Easy Was It Really My Fault What Did You Mean By That Why Did I Get So Mad What Is It That We Have I Can't Let It Go Yet I Know I Should Call Before I Regret It All I Know I Should Call Before I Regret It All I Know That I Should I Should I Should I Should I Know That I Should I Know That I Should Call Before I Regret It All La La La La La La La La La La La La La La La La La La La La La La I Know That I Should I Should I Should I Should I Know That I Should I Know That I Should Call Before I Regret It All La La La La La La La La La La La La La La La La La La La La La La I Know That I Should I Should I Should I Should I Know That I Should I Know That I Should Call Before I Regret It All I Know I Should Call Before I Regret It All I Know I Should Call Before I Regret It All I Know That I Should I Should I Should I Should I Know That I Should I Know That I Should Call Before I Regret It All
  Gabriel Rios  ,Young Gods,Where you when my face was over run By the mystic lightning When the mystic lightning Made it hard to look at what was on the ground I want all that lightning Couldn't hold that lightning Fire in the bloodstream Hole in the cup Young gods looking for the whole way up Put your hands up Put your hands up if you want something oh now if you want something Sure enough everybody's on the run After all it might be After all it might be Hard to live when your body's on the ground So go and hold that lightning go and hold that lightning go and hold that lightning Fire in your bloodstream Hole in the cup Young gods looking for the old way up Put your hands up Put your hands up if you want something An we go Higher than the rooftops holding the cup Young gods looking for the whole way up Put your hands up Put your hands up if you want something oh now if you want something
  Lorde  ,Homemade Dynamite,"A couple rebel top gun pilots Flyin' with nowhere to be, oh Don't know you super well But I think that you might be the same as me Behave abnormally  Let's let things come out of the woodwork I'll give you my best side, tell you all my best lies Yeah, awesome right So let's let things come out of the woodwork I'll give you my best side, tell you all my best lines Seeing me rollin', showin' someone else love Dancin' with our shoes off Know I think you're awesome, right  Our rules, our dreams, we're blind Blowin' shit up with homemade d d d dynamite Our friends, our drinks, we get inspired Blowin' shit up with homemade d d d dynamite  I wanna feel the light, pushin' our limits Unbuckled for the ride, mhmm We're way too far from home Let's be honest with ourselves We're way too high to drive So let's take on the night If the light is in, yeah Open, finally, we're goin' and we're free  Our rules, our dreams, we're blind Blowin' shit up with homemade d d d dynamite Our friends, our drinks, we get inspired Blowin' shit up with homemade d d d dynamite  I checked your girl at the door I sent your friend to the store It's only me and you, finally us two And I don't regret drinkin' this liquor, makin' you listen Yeah, I know you don't know me well My girl's at the door And I left my pretense at home And it ain't no goin' back goin' back  Our rules, our dreams, we're blind Blowin' shit up with homemade d d d dynamite Our friends, our drinks, we get inspired Blowin' shit up with homemade d d d dynamite  Walk, never fall, but we still run So pour up, pour up another one I know, I know we on to somethin' We got, we got a loaded gun, yeah Go and shoot me the look in your eyes And you're here, I'm yours, you're mine Find each other when we're losin' our minds Then we take it all off You're a runaway train, yeah And you got me so faded And I don't wanna chase it, no You know I think you're awesome, right  Our rules, our dreams, we're blind Blowin' shit up with homemade d d d dynamite Our friends, our drinks, we get inspired Blowin' shit up with homemade d d d dynamite, yeah, yeah Blowin' shit up with homemade d d d dynamite Blowin' shit up with homemade d d d dynamite Blowin' shit up  Now you know it's really gonna blow"
  Richard Marx  ,Should`Ve Known Better,Another sleepless night I can't explain Somebody said they heard me call your name The radio won't let you leave my mind I know it's over but I don't know why  Should've known better Than to fall in love with you Now love is just a faded memory Shoud've known better Now I'm a prisoner to this pain And my heart still aches for you  Well there was no risk that I wouldn't take And not a promise that I didn't make All I asked was that you just hold on Now I'm a wondering what I did wrong  Should've known better Than to fall in love with you Now love is just a faded memory Shoud've known better Now I'm a prisoner to this pain And my heart still aches for you  I gave you all of my body and soul Never believing we might lose control I took my hands off the wheel  I can't remember if the lies were true It's been a million years since I touched you I thought time might help me win this game But being away from you is slowly driving me insane  Should've known better Than to fall in love with you Now love is just a faded memory Shoud've known better Now I'm a prisoner to this pain And my heart still aches for you  Should've known better Than to fall in love with you Now love is just a faded memory Shoud've known better Now I'm a prisoner to this pain And my heart still aches for you
  Ben Platt  ,River,"It's coming on Christmas They're cutting down trees They're putting up reindeer And singing songs of joy and peace Oh, I wish I had a river I could skate away on  [Verse 2] But it don't snow here It stays pretty green I'm gonna make a lot of money Then I'm gonna quit this crazy scene Oh, I wish I had a river I could skate away on  [Chorus] Oh, I wish I had a river so long I would teach my feet to fly Oh, I wish I had a river I could skate away on I made my baby cry  [Verse 3] He tried hard to help me You know, he put me at ease And he loved me so naughty Made me weak in the knees Oh, I wish I had a river I could skate away on  [Verse 4] I'm so hard to handle I'm selfish and I'm sad Now I've gone and lost the best baby That I ever had Oh, I wish I had a river I could skate away on  [Chorus] Oh, I wish I had a river so long I would teach my feet to fly Oh, I wish I had a river I could skate away on I made my baby say goodbye  [Verse 5] It's coming on Christmas They're cutting down trees They're putting up reindeer And singing songs of joy and peace Oh, I wish I had a river I could skate away on"
