artist,title,lyric
  Sarah Connor  ,Sweet Thang,I don't care about diamond rings All the money won't make me sing Lovin you's my mission You're born to be my sweet thang I don't care about superstars I just wanna be where you are For your recognition you're born to be my sweet thang Hey boy listen now When I saw you the first time You really blew my mind You made me fly high in the sky Like a butterfly The whole world out of sight Do you wanna know What I did when I came down I fell in love with you And now I just do here for you Something really new Another girl will never do I don't care about diamond rings All the money won't make me sing Lovin you's my mission You're born to be my sweet thang I don't care about superstars I just wanna be where you are For your recognition you're born to be my sweet thang  There is no way to keep out The love that meant for you And if you get sick here a trick Just another kick My love will be the cure And we're riding on Any beam of the sunlight The rainbow and the stars We're getting aroundhear the sound Never touch the ground And stay the way we are Hey boy let me show you all the miracles hey boy I just wanna get physical And now I just do here for you Something really new Another girl will never do I don't care about diamond rings All the money won't make me sing Lovin you's my mission You're born to be my sweet thang I don't care about superstars I just wanna be where you are For your recognition you're born to be my sweet thang People say we are dreaming And we won't make it through That it all about Getting rich making money Doing business life is cruel but If I get your heart the ace is my card And I'll never be blue so come on and just Put away all fears right now Let them cry their tears alone Hey boy let me show you all the miracles Hey boy I just wanna get physical Hey boy let me show you all the miracles We do it all night and we'll never be stopped  I don't care about diamond rings All the money won't make me sing Lovin you's my mission You're born to be my sweet thang I don't care about superstars I just wanna be where you are For your recognition you're born to be my sweet thang I don't wanna get back to bed Wanna take you to church instead Where we do french kissing You're born to be my sweet thang I don't care about diamond rings All the money won't make me sing Lovin you's my mission You're born to be my sweet thang
  Cher Lloyd  ,Dirty Love,"I see you walking with a halo Cover it up, yeah, cover it up My baby No need to try and be a hero I've had enough Yeah, I've had enough, my baby You got a little bit of Tarzan Let it all out, yeah let it all out My baby You see the thrill is in the chase I wanna find out, I wanna find out My baby You're always so nice, I'm getting bored You say the right things, I'm getting bored And you always call first, I'm getting bored Yeah, I'm getting bored So sick of the good boys, I need a wild boy Something unpredictable Go ahead and be a caveman Give me all your dirty love No time for the right one, I need the wrong one Something unreliable Go ahead and be a caveman Give me all your dirty love You wanna treat me like a lady Don't even try, no, don't even try My baby Ain't gotta say that you need me Keep it inside, yeah, keep it inside My baby I know I sound a little twisted And maybe I am, or maybe I'm not But baby Playing the game is so addictive Don't want it to stop, don't want it to stop My baby You're always so nice, I'm getting bored You say the right things, I'm getting bored And you always call first, I'm getting bored Yeah, I'm getting bored So sick of the good boys, I need a wild boy Something unpredictable Go ahead and be a caveman Give me all your dirty love No time for the right one, I need the wrong one Something unreliable Go ahead and be a caveman Give me all your dirty love Yeah When you put your clothes back on Something always feels so wrong Baby, all I'm thinking of Is I want your dirty love So sick of the good boys, I need a wild boy Something unpredictable Go ahead and be a caveman Give me all your dirty love No time for the right one, I need the wrong one Something unreliable Go ahead and be a caveman Give me all your dirty love So sick of the good boys, I need a wild boy Something unpredictable Go ahead and be a caveman Give me all your dirty love No time for the right one, I need the wrong one Something unreliable Go ahead and be a caveman Give me all your dirty love"
  Janet Jackson  ,I Get Lonely,I get so lonely Can't let Just anybody hold me You are the one That lives in me my dear Want no one but you I get so lonely Can't let Just anybody hold me You are the one That lives in me my dear Want no one but Sittin' here with my tears All alone with my fears I'm wondering if I have to do withoutcha But there's no reason why I feel asleep late last night Cryin' like a newborn child Holdin' myself close Pretendin' my arms are yours I want no one but you I get so lonely Can't let Just anybody hold me You are the one That lives in me my dear Want no one but you I get so lonely Can't let Just anybody hold me You are the one That lives in me my dear Want no one but I still remember to the day In fact is was a 3rd Monday You came along To be the one for me And now I'm alone I'm sittin' here by the phone Called that say that your ok So that I have The chance to beg you to stay I want no one but you I get so lonely Can't let Just anybody hold me You are the one That lives in me my dear Want no one but you I get so lonely Can't let Just anybody hold me You are the one That lives in me my dear Want no one but you Everytime I see your face baby Everytime I hear your name Hard to believe that you and me I'm no longer Everytime I see your face baby ooh Everytime I hear your name You are the love the lives in me baby I want no one but Gonna break it down Break it down Break it down Gonna break it down Break it down Break it down You know That I know That I get so lonely I get so lonely I get loneless hear your name Can't let I get loneless hear your name You are the one That lives in me my dear Want no one but you I get so lonely I get loneless hear your name Can't let I get loneless hear your name You are the one That lives in me my dear I don't wanna no one but you Everytime I see your face baby Everytime I hear your name You are the love the lives in me baby Everytime I hear your name baby Everytime I hear love babe Hard to believe that you and me I'm no longer Want no one but you
  Fantasia  ,Even Angels,"""Am driving in circles Should've bought that new phone Cant find my way to, All the places I call home I'm (on my own) Am at the station pumping gas say am taking out the trash I'm (All alone) And who's there? who's there?  Since you been gone I learned how to move on How to be myself I don't need no body still I'm doing so good I forgot that I could live like this whoa  First step, Take a deep breath you don't need a reason why You can (you can) take (take) time You can (you can) walk run dive Close call you think you might fall All you gotta to do is try Even angels, even angels learn to fly (fly fly)  Coming home in this late night Should've left the lights on I cant help but imagine All the things that could go wrong I'm on my own I'm in the kitchen on a chair reaching for the top shelf I'm (all alone) and am OK am alright  Since you been gone I learned how to move on How to be myself I don't need no body still I'm doing so good I forgot that I could live like this whoa  First step, Take a deep breath you don't need a reason why You can (you can) take (take) Time you can (you can) walk run dive Close call you think you might fall All you gotta to do is try Even angels, even angels learn to fly (fly fly)  Everyday am stronger cant get better if it (if it) don't hurt Whoa whoa whoa see me in my next life This heart breaks a teacher and I'll love (love) a lil' bit deeper Whoa whoa whoa  First step, Take a deep breath you don't need a reason why You can (you can) take (take) time You can (you can) walk run dive Close call you think you might fall But all you gotta to do is try Even angels, even angels'll learn to fly (fly) Fly (fly) fly (fly) fly (fly) Close call you think you might fall All you gotta to do is try Even angels, even angels learn to fly  """
  Sophia Black  ,Vibration,come up out the sheets mermaid on your beach aura glistening drifting out of reach cooling like the breeze swaying with the leaves 45 degrees ima sip the sun like lemonade let it burn through the shade if you aint with it you could fade away fade we on that vibration we on that vibration we on that vibration we on that vibration et je sors des draps chuis une sirene sur ta plage l'aura scintille mais c'est mois qui brille come la therapie nous sommes tres tranquille 45 degres ima sip the sun like lemonade let it burn through the shade if you aint with it you could fade away fade we on that vibration we on that vibration we on that vibration we on that vibration we on that vibration we on that vibration we on that vibration we on that vibration you cant you cant turn us down we cant we cant stop us now you cant you cant turn us down you cant you cant kill this vibe we on that vibration we on that vibration we on that vibration we on that vibration we on that vibration we on that vibration we on that vibration we on that vibration we on that vibration we on that vibration we on that vibration we on that vibration
  Naughty Boy  ,One Way (Feat. Mic Righteous & Maiday),What if the very thing that threatens you is the very thing that beckons you Roll up your sleeves pull down you're hood Why do all the bad things feel so good Because theres only one way one way to fix it One way one way to make it better One way to get out of this place if you want it If you want it you can fix it there's many who have dared I tried I've been inside for twenty two years You could lose everything they could bury you here Very few leave in a merry mood here But you never knew I've been in every room here I know a few secrets that very few share but listen They don't even notice me a bit of courtesy to clean the dirt you leave its a one way street can you work with me its a five-star suite something lurks beneath don't scratch the surface don't turn a cheek don't speak of anything you have heard or seen the lonely ignore you the more you speak and don't forget to wash your hands before you leave there's something fishy in Cabana maybe its the pirahnas this place will turn you crazy think they're saving me for afters a master Because theres only one way one way to fix it One way one way to make it better One way to get out of this place if you want it Yeah don't forget to wash your hands before you leave round here We've gotta clean this toilet Can't sleep or breathe the heat is boiling and in between good and evil don't eat the poison follow your heart if you can't beat them join them walk into reception seek employment There's one way to change if two of us can make it Why is it the bad things that always feel the greatest Bottle of grey goose you're wearing the same suit but you don't look as good as you did when you came through
  Taylor Swift  ,Wildest Dreams (Karaoke Ver.),Say you'll remember me standing in a nice dress Staring at the sunset babe Red lips and rosy cheeks Say you'll see me again Even if it's just in your wildest dreams oh ah wildest dreams oh ah His hands are in my hair his clothes are in my room Nothing lasts forever He's so tall and handsome as hell He's so bad And when we've had our very last kiss Say you'll remember me standing in a nice dress Staring at the sunset babe Red lips and rosy cheeks Say you'll see me again Even if it's just in your wildest dreams oh ah wildest dreams oh ah You see me in hindsight Tangled up with you all night Burning it down Someday when you leave me I bet these memories Follow you around You'll see me in hindsight Tangled up with you all night Burning it down Someday when you leave me I bet these memories Follow you around Say you'll remember me standing in a nice dress Staring at the sunset babe Red lips and rosy cheeks Say you'll see me again Even if it's just in your wildest dreams oh ah wildest dreams oh ah wildest dreams oh ah
  Maisie Peters  ,Stay Young,I wanna say it like Simon would 'Cause I was listening this morning On my own thinking if I could I’d be Kathy and make this bus a greyhound And this sun would always stay down And there would be so much time for us Time for us My hand's out I wanna throw my cards now Making your name our hometown But all my trains are here Please don't be worried No doubt I’ll found you in our old crowd So many things to say if you stay So stay young I know that I'm talking too much And I'll get nowhere tryna do it at once But oh my God I wanna be someone So stay young With me 'cause I hope that it's you That I'll break my back tryna run home to Because oh my God I want you to be the one So stay young I wanna say it like Simon would I wanna make my mother feel things I wanna have the marching band But right now it's just me and steel strings lonely So when I miss you it is slowly 'Cause I’m doing good here mostly on my own Mostly on my own My hand’s out I wanna throw my cards now Making your name our hometown But all my trains are here Please don't be worried No doubt I’ll found you in our old crowd So many things to say if you stay So stay young I know that I'm talking too much And I'll get nowhere tryna do it at once But oh my God I wanna be someone So stay young With me 'cause I hope that it’s you That I'll break my back tryna run home to Because oh my God I want you to be the one So stay young Oh oh woah oh Oh stay young Oh woah Stay young And I promise I care I know it's hard know that I'm never there But call me from the bathroom when you're low We'll stay young until we wanna be old Electric blankets so we're never cold 'Cause you have always been my ticket home And we stayed young So stay young I know that I'm talking too much And I'll get nowhere tryna do it at once But oh my God I wanna be someone Be someone So stay young With me 'cause I hope that it's you That I'll break my back tryna run home to Because oh my God I want you to be the one the one So stay young Oh oh woah oh Oh stay young Oh woah Oh stay young Oh oh woah oh Stay young Oh oh oh Just stay young
  Saint Saviour  ,Mercy,"C'mon and open your eyes You're my explorer Search light Dark night Calling out for your mercy C'mon and shoot me again You are my hunter You read my mind, my friend Calling out for your mercy You are my history boy You'll be my future Gold sand, spade hands Calling out your mercy When you are falling I will follow you down A mile of sky to the ground Calling out your mercy"
  Carla Bruni  ,Crazy (Feat. Willie Nelson),"I'm crazy, crazy for feelin' so lonely And I'm crazy, crazy for feelin' so blue  Oh I knew, you'd love me as long as you wanted And then some day, you'd leave me for somebody new  Worry, why do I let myself worry Wonderin', what in the world did I do yeah  I'm crazy for thinkin' that my love could hold you Crazy for tryin', crazy for cryin' and I'm crazy for lovin' you  Worry, why do I let myself worry Wonderin', what in the world did I do  I'm crazy for thinkin' that my love could hold you Crazy for tryin', crazy for cryin' and I'm crazy for lovin' you Crazy for tryin', and crazy for cryin' and I'm crazy for lovin' you"
  Gazebo  ,For Anita,Ah Ah Ah Anita Ah Anita Ah Anita Ah Ah Ah Ah Anita Ah Anita Anita Ah Ah Ah Anita Ah Anita For Anita I have lost my mind Never knew that I could be so blind For Anita took me by the hand Made me understand Gave me sympathy to lead me through the light Gave me energy to cope it through the night Today together The future’s on the way One love forever In a deep blue day Anita Ah Ah Ah Ah Anita Ah Anita For Anita I lived in a box Made me free like in a paradox For Anita was intelligence She was elegance Gave me harmony to make it through the mess And a family to make me feel careless Today together The future’s on the way One love forever In a deep blue day Today together Anita's gone away One love forever In a deep blue day Ah Ah Ah Anita Ah Ah Ah Ah Anita Ah Anita Ah Anita Anita Ah Ah Ah Ah Anita Ah Anita For Anita I have lost my mind Never knew that I could be so blind For Anita took me by the hand Made me understand Gave me sympathy to lead me through the light Gave me energy to cope it through the night Today together The future’s on the way One love forever In a deep blue day Today together Anita's gone away One love forever In a deep blue day Anita Ah Ah Ah Ah Anita Ah Anita Anita Ah Ah Ah Ah Anita Ah Anita
