artist,title,lyric
  Paula Cole  ,I Don`t Want to Wait,So open up your morning light And say a little prayer for I you know that if we are to stay alive Then see the peace in every eye  She had two babies One was six months one was three In the war of 44 Every telephone ring every heartbeat stinging When she thought it was God calling her Oh would her son grow to know his father I don't want to wait for our lives to be over I want to know right now what will it be I don't want to wait for our lives to be over Will it be yes or will it be sorry  He showed up all wet on the rainy front step Wearing shrapnel in his skin And the war he saw lives inside him still It's so hard to be gentle and warm The years pass by and now he has granddaughters I don't want to wait for our lives to be over I want to know right now what will it be I don't want to wait for our lives to be over Will it be yes or will it be You look at me from across the room You're wearing your anguish again Believe me I know the feeling It sucks you into the jaws of anger So breathe a little more deeply my love All we have is this very moment And I don't want to do what his father and his father and his father did I want to be here now So open up your morning light And say a little prayer for I You know that if we are to stay alive Then see the peace in every eye I don't want to wait for our lives to be over I want to know right now what will it be I don't want to wait for our lives to be over Will it be yes or will it be I don't want to wait for our lives to be over I want to know right now what will it be I don't want to wait for our lives to be over Will it be yes or will it be sorry  So open up your morning light And say a little prayer for I You know that if we are to stay alive Then see the love in every eye
  Regina Spektor  ,Us (Remastered Album Ver.),"They made a statue of us  And it put it on a mountaintop  Now tourists come and stare at us  Blow bubbles with their gum  Take photographs have fun, have fun    They'll name a city after us  And later say it's all our fault  Then they'll give us a talking to  Then they'll give us a talking to  Because they've got years of experience    We're living in a den of thieves  Rummaging for answers in the pages  We're living in a den of thieves  And it's contagious  And it's contagious  And it's contagious  And it's contagious    We wear our scarves just like a noose  But not 'cause we want eternal sleep  And though our parts are slightly used  New ones are slave labor you can keep    We're living in a den of thieves  Rummaging for answers in the pages  We're living in a den of thieves  And it's contagious  And it's contagious  And it's contagious  And it's contagious    They made a statue of us  They made a statue of us  The tourists come and stare at us  The sculptor's mama sends regards  They made a statue of us  They made a statue of us  Our noses have begun to rust  We're living in a den of thieves  Rummaging for answers in the pages  Were living in a den of thieves    And it's contagious  And it's contagious  And it's contagious  And it's contagious  And it's contagious  And it's contagious  And it's contagious  And it's contagious"
  Yelle  ,Jeune Fille Garnement,"Jeune fille garnement Quant elle ne mords pas elle ment A connue le gout du sang En frequentant ce garcon Jeune fille habilement ecorchee comme ses vetements Apres ses rendez vous galants Pense a sa reconversion Un sucon dans le cou epaule tournee vers la joue Bebe requin n'a pas peur Des profondeurs de l'ocean Jeune fille acharnement Charmante comme un armement Rayera ton nom sur le sol En souriant de toutes ses dents Jeune, jeune, jeune Jeune fille garnement Jeune, jeune, jeune As tu peur du non Jeune fille garnement Surement nue sous ses vetements Lorsqu'on lui pose gentiment Ne repond pas aux questions Jeune fille habilement Au coeur de la discussion La nicotine et la mente Dans un silence de plomb Un frisson dans le dos Cheveux colles sur la peau Rouge vermillon n'a pas peur Quant il s'agit de passion Jeune fille acharnement Charmante comme un armement Rayeras ton nom de son carnet En souriant de toutes ses dents Jeune, jeune, jeune Jeune fille garnement Jeune, jeune, jeune As tu peur du non x2 Jeune fille garnement Quant elle ne mords pas elle ment A connue le gout du sang En frequentant ce garcon Jeune fille habilement ecorchee comme ses vetements Apres ses rendez vous galants Pense a sa reconversion Un sucon dans le cou epaule tournee vers la joue Bebe requin n'a pas peur Des profondeurs de l'ocean Jeune fille acharnement Charmante comme un armement Rayera ton nom sur le sol En souriant de toutes ses dents Jeune fille garnement Jeune, jeune, jeune Jeune fille garnement Jeune, jeune, jeune As tu peur du non x2"
  Ariana Grande  ,Best Mistake (Feat. Big Sean),How soon do we forget how we felt Dealing with emotions that never left Playing with the hand that we were dealt in this game Maybe I'm the sinner and you're the saint Gotta stop pretending what we ain't Why we pointing fingers anyway When we're the same Break up Make up Total waste of time Can we please make up our minds And stop acting like we're blind 'Cause if the water dries up and the moon stops shining Stars fall and the world goes blind boy You know I'll be savin' my love for you for you 'Cause you're the best mistake I've ever made But we hold on hold on There's no pot of gold in the rainbows we chase But we hold on hold on I guess time's wasting tick tocking lip locking How can we keep the feelings fresh How do we zip lock it Wear your heart up on your sleeves so watch out for pickpockets I guess to go the distance we might need to pit stop it Hold up I know love could be a beach with no shore I done count to ten lost my temper and went back to four I know sometimes it's hard to realize I'm the man that you need I had a dream we branched out started a family tree And I feel like that everything we do is overdue You ask why I love your mom so much 'cause she's a older you I wish that you were happy I guess that's the one thing I should be providing Ain't no number twos we both ones of ones and we the oddest Couple only humans 'cept you you a goddess Only lying to you when I lie you down just being honest When you start as friends it's hard to say you're never going back If I'm not the one then I'm the best mistake you ever had Break up Make up Total waste of time Can we please make up our minds And stop acting like we're blind 'Cause if the water dries up and the moon stops shining Stars fall and the world goes blind boy You know I'll be savin' my love for you for you 'Cause you're the best mistake I've ever made But we hold on hold on There's no pot of gold in the rainbows we chase But we hold on hold on You're you're you're you're I'll be savin' my love for you for you You're you're you're you're I'll be savin' my love for you for you
  Ace Of Base  ,Travel To Romantis,"Funny how everything changes for me Memories take me away Each time I open the door to my room Where I must stay in all day I don't want to be here, I'm much too tired So I close my eyes and, 'snap', I'm with you We are on vacation, you and me together Lying in the sunshine I travel to Romantis I travel to Romantis Where nothing but the blue skies Will tell me that the time flies I travel to Romantis Everytime I think of you You're giving me my life back I travel to Romantis One day I will give you myself in a ring Bounded by law and by heart It's you and me against the world That is the way it should be I don't want to be here, I'm much too tired So I close my eyes and, 'snap', I'm with you We are on vacation you and me together Lying in the sunshine I travel to Romantis I travel to Romantis Where nothing but the blue skies Will tell me that the time flies I travel to Romantis Everytime I think of you You're giving me my life back I travel to Romantis Give me my life back You are the best You are the best that has happened to me You're giving me my life back I travel to Romantis You are the best that has happened to me Please, God, let it be I travel to Romantis I travel to Romantis Where nothing but the blue skies Will tell me that the time flies I travel to Romantis Everytime I think of you You're giving me my life back I travel to Romantis I travel to Romantis I travel to Romantis Where nothing but the blue skies Will tell me that the time flies I travel to Romantis Everytime I think of you You're giving me my life back I travel to Romantis"
  Umbrellas  ,The City Lights,"If you see me at midnight Walking the streets You'll know it was me For I cannot sleep  I've pushed away the dreams And spoiled the quiet I'm propelled by fear And not the righteous  So have you been to a place like this? To see your breath as it paints against the sky The fever is near I wish you were here  I'm thinking ambitious I've got this feeling Things will be alright So go break a leg, night  Been given the green light So go entertain them They're waiting for you They're waiting for you  So have you been to a place like this? To see your breath as it paints against the sky Feeling so right and things will run The fever is near I wish you were here"
  Lana Del Rey  ,Bartender,All the ladies of the canyon Wearing black to their house parties Crosby Stills and Nash is playing Wine is flowing with Bacardi But sometimes girls just want to have fun The poetry inside of me is warm like a gun I bought me a truck in the middle of the night It'll buy me a year if I play my cards right Photo-free exits from baby's bedside 'Cause they don't yet know what car I drive I'm just tryna keep my love alive With my bartender hold me all night Bartender our love's alive Baby remember I'm not drinking wine But that Cherry Coke you serve is fine And our love's sweet enough on the vine Bartender bar-t-t-tender All the ladies of the canyon Wearing white for their tea parties Playing games of levitation Meditating in the garden And I love the little games that we play From the valley to the beach And when at last the day is done I grab my keys I bought me a truck in the middle of the night It'll buy me a year if I play my cards right Photo-free exits from baby's bedside 'Cause they don't yet know what car I drive I'm just tryna keep my love alive With my bartender hold me all night Bartender our love's alive Baby remember I'm not drinking wine But that Cherry Coke you serve is fine And our love's sweet enough on the vine Bar-t-t-tender bar-t-t-tender bar-t-t-tender Ha ha ha ha I bought me a truck in the middle of the night 60 MPH on PCH drive Here to Long Beach to Newport by your side As they don't yet know where I reside 60 miles from the last place I hide With my bar-t-t-tender hold me all night Bar-t-t-tender keep love alive Bar-t-t-tender
"  Mau y Ricky ,  Manuel Turizo ,  Camilo  ",Desconocidos,"Desconocidos Yeah, yeah, yeah S챠, s챠  Pre-Coro: Mau y Ricky, Manuel Turizo Apenas somos dos desconocidos Con ganas de besarse Con ganas de que pase lo que pase Apenas somos dos Apenas somos dos Desconocidos Con miedo a enamorarse Con miedo de que pase lo que pase  Coro: Mau y Ricky, Manuel Turizo Vamo' a pasar un buen rato Si quieres, despu챕s nos enamoramos Vamo' a pasar un buen rato Paso a paso, que la cagamos Vamo' a pasar un buen rato S챠 Si quieres, despu챕s nos enamoramos Vamo' a pasar un buen rato Paso a paso, que la cagamos  Verso 1: Camilo Oye, oye, 처yeme bien T첬 eres lo que busco yo en una mujer Te tengo en la mira desde que llegu챕 Siento que eres m챠a, yo no s챕 por qu챕 Ay, yo s챕 que es mentira Decir que soy el hombre de tu vida Si t첬 ayer no me conoc챠as Y no sab챠as que me quer챠as  Coro: Camilo, Mau y Ricky Vamo' a pasar un buen rato Y si quieres, despu챕s nos enamoramos Vamo' a pasar un buen rato Paso a paso, que la cagamos Vamo' a pasar un buen rato Un rato Si quieres, despu챕s nos enamoramos Despu챕s nos enamoramos Vamo' a pasar un buen rato Paso a paso, que la cagamos Y lo bailamo' lentico  Verso 2: Manuel Turizo No s챕 como explicar lo que en ti estoy viendo Me encanta como est찼s movi챕ndote Tu cuerpo estrella contra mi cuerpo, ma No lo entiendo Dime si de m챠 te estabas escondiendo T첬 tan bella y yo apenas conoci챕ndote Bailemos sin importar qui챕n est챕 viendo Hoy yo te quiero tener conmigo, conmigo Yo quiero pasarla bien contigo, contigo Hoy yo te quiero tener conmigo, conmigo Y ver el amanecer contigo, contigo  Pre-Coro: Mau y Ricky, Camilo, Mau y Ricky & Manuel Turizo Apenas somos dos desconocidos Con ganas de besarse Don miedo a enamorarse Con ganas de que pase lo que pase Apenas somos dos Desconocidos Dos desconocidos Con miedo a enamorarse Con ganas de besarse Con miedo de que pase lo que pase  Coro: Mau y Ricky, Manuel Turizo & Camilo Vamo' a pasar un buen rato Si quieres, despu챕s nos enamoramos Uoh Vamo' a pasar un buen rato Paso a paso, que la cagamos Ay, vamo' a pasar un buen rato S챠 Y si quieres, despu챕s nos enamoramos Vamo' a pasar un buen rato Paso a paso, que la cagamos  Outro Mau y Ricky Camilo Manuel Turizo, Julian Turizo Cool"
  Jamiroquai  ,We Can Do It,We can do it We can do it We can do it I can love you baby We can do it We can do it I can love you baby Tell you something you need to know I'll still love you so baby don't go Candid changes don't waste any time We can do it we can do it baby Now I've been seeing you for so long Something so special there's nothing wrong I can change it we can make it We can do it we can do it baby Ain't no problem that we can't solve There's no worries we won't resolve But we can do it we can do it Get on with it I can love you baby We can do it I can prove it We can do it I can love you baby We can do it Don't you quit it Get on with it I can love you baby Don't need money I've got a smile Summer loving I'm feeling fine We're super cruising oh yeah We can do it we can do it baby Check me honey down on the floor Giving everything I've got cause you give me more We can do it I can do it I can love you I can love you baby We can do it I can prove it We can do it I can love you baby We can do it Don't you quit it Get on with it I can love you baby Sometimes my worries are shaking And I can't hold on We've got to find a way to move along We can do it I can prove it We can do it I can love you baby We can do it We can do it Get on with it Let me know know There ain't problem we can't solve don't you know Honey don't go There ain't problem we can't solve don't you know yeah We're super cruising yeah oh We're super cruising yeah oh We're super cruising yeah oh
  Whitney Houston  ,I Wanna Dance with Somebody (Who Loves Me),Clock strickes upon the hour And the sun begins to fade Still enough time to figure out How to chase my blues away I've done alright up till now It's the light of day that shows me how And when the night falls Loneliness calls Oh I wanna dance with somebody I wanna feel the heat with somebody Yeah I wanna dance with somebody With somebody who loves me Oh I wanna dance with somebody I wanna feel the heat with somebody Yeah I wanna dance with somebody With somebody who loves me I've been in love and lost my senses Spinning through the town Sooner or later the fever ends And I wind up feeling down I need a man who'll take a chance On a love that burns hot enough to last So when the night falls My lonely heart calls Oh I wanna dance with somebody I wanna feel the heat with somebody Yeah I wanna dance with somebody With somebody who loves me Oh I wanna dance with somebody I wanna feel the heat Yeah I wanna dance with somebody With somebody who loves me Somebody who loves me To hold me in his arms I need a man who'll take a chance On a love that burns hot Enough to last So when the night falls My lonely heart calls Oh I wanna dance with somebody I wanna feel the heat with somebody Yeah I wanna dance with somebody With somebody who loves me Oh I wanna dance with somebody I wanna feel the heat with somebody Yeah I wanna dance with somebody With somebody who loves me Ooh ooh dance Come on baby dance Ooh yeah dance Let me get to this woh Don't you wanna dance with me baby don't you wanna dance with me boy Don't you wanna dance with me baby With somebody who loves me Don't you wanna dance Say you wanna dance Don't you wanna dance Don't you wanna dance Say you wanna dance Don't you wanna dance Don't you wanna dance Say you wanna dance With somebody who loves me
