title,reviews
서부전선 (The Long Way Home),"정말로 이딴걸 받고 

연기하는 놈이나

이딴걸 찍는놈이나


대단하다


차라리 


수령님 축지법 쓰신다 


아니면 


김정은 만세 


노래라도 하지



아니  연평도 공격당하고


국민이 억울하게 가만히 있다 


빨갱이들이 공격해 죽고


연평해전에 


더 이상말이 필요해


그냥 니들이 좋으면 월북해라


왜 민노당을 공개지지하고  통진당해산때는 안보인당께

ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ



세월호  특볍법 반대니 지랄하더니


이번 목함지뢰때는 단체로 지령받았어????


지령이 뭐야 


안보여 안들려 하라고 했어 


주둥이 터져 나불대던 놈들도 조용하냐


한다는건 


목함지뢰로  하사 두명이  발목이  없어졌는데


북괴군 미화 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ




그리 세월호로 따지듯 북괴한테도 따지지 

그리고 북괴는 반성은 커녕

북, 서부전선에서 로켓 추정 무기로 사격

2015년 8월 20일 이딴짓하는데


북한군의 지뢰 도발 이후 우리군이 대북 확성기 방송을 재개한 가운데 북한군이 우리 측 확성기 방송시설을 겨냥해 로켓을 발사했습니다.

군 관계자는 북한군이 오늘 오후 3시 50분쯤 서부전선 일대에서 우리 군의 대북 확성기 방향으로 로켓으로 추정되는 무기를 사격했다고 밝혔습니다.

군 당국은 북한의 로켓 발사로 인한 우리 군의 피해는 없으며 북한군이 로켓을 발사한 지점을 향해 155mm 자주포 수십 발을 대응 사격했다고 설명했습니다.

최근 북한은 우리 측 확성기 방송 시설을 타격하는 훈련을 강화해 온 것으로 전해졌습니다.

특히 북한군은 최근 군사 분계선 일대 초소들에서 남쪽을 향한 총안구를 개방하는 모습이 자주 목격돼 우리 군은 경계 태세를 높여왔습니다.



ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

거기다 사과한줄 알았더니

北, 지뢰도발 '불미스런 과거' 표현…""언쟁 그만하자""

북한매체가 4일 비무장지대 지뢰매설 도발을 '불미스런 과거'로 규정하며 남북 고위당국자 접촉 합의문을 둘러싼 언쟁을 중단하자고 요구했다.

북한 조선노동당 기관지 노동신문은 이날 논설에서 ""북남고위급긴급접촉의 결과는 민족의 운명을 걱정하고 평화를 귀중히 여기는 숭고한 이념의 승리""라며 ""주의주장과 편견에 빠져 불미스러운 과거에만 매달렸다면 이번의 합의가 이룩되지 못했을 것""이라고 밝혔다.

노동신문은 ""북과 남이 접촉에서 이룩된 합의정신에 충실하며 불미스러운 과거를 털어버릴 의지와 결심만 가진다면 온갖 도전을 물리치며 능히 북남관계의 새 역사를 기록해나갈 수 있다""고 강조했다.

노동신문은 그러면서 ""북과 남은 더이상 무의미한 언쟁과 별치 않은 문제로 시간과 정력을 헛되이 하지 말아야 한다""며 ""조국의 해방과 함께 시작된 민족의 분열로 피멍 든 우리 겨레의 심장이 그것을 허용치 않는다""고 밝혔다.

북한은 지난달 남북 고위당국자 접촉 합의에서 지뢰도발을 시인하고도 이후 지뢰도발을 '원인 모를 사건' 등으로 규정하며 책임을 부인하는 등 갈지자 행보를 하고 있다.

이딴걸  개봉할려고 

니들도  불미스런 과거 는 덥고 개봉해야한당께 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

이번일이 터져도 그야  개봉하네

연평도 공격하는 북괴미화를 그야 만들고 

http://m.news.naver.com/read.nhn?oid=003&aid=0006736209&sid1=100&mode=LSD





이 영화제작사는 평양 인민 보위부 소속입네까???


ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ


미친놈들 "
서부전선 (The Long Way Home),"서부전선
감독
천성일
출연
설경구, 여진구
개봉
2014 대한민국
평점
리뷰보기






<서부전선>은 설경구, 여진구 주연의 휴먼 감동 대작으로
추석 시즌에 따뜻하고 유쾌하게 볼 수 있는 전쟁,액션,휴먼 드라마로 구성된 영화입니다.
  
[개요] 전쟁, 드라마,한국,2015.09 개봉
[감독] 천성일
[출연] 설경구(남복), 여진구(영광)
[등급] 12세 이상가

  [줄거리]
“너는 탱크! 나는 비밀문서! 전쟁의 운명이 두 쫄병에게 달렸다!”
휴전 3일전, 농사 짓다 끌려온 남한군 ‘남복(설경구)’은 전쟁의 운명을 가를 일급 비밀문서를 정해진 장소, 정해진 시간까지
전달하라는 임무를 받게 되지만, 적의 습격으로 동료들과 비밀문서까지 모두 잃게 된다.
탱크는 책으로만 배운 북한군 탱크병 ‘영광(여진구)’은 남으로 진군하던 도중 무스탕기의 폭격으로 사수를 잃고 혼자 남게 된다.
탱크를 끌고 홀로 북으로 돌아가려던 ‘영광’은 우연히 남복의 비밀문서를 손에 쥐게 되고 서부전선에서 단둘이 맞닥뜨리게 되는데…

비문 잃어버리면 총살! VS 탱크 버리고 도망가면 총살!
미션완수를 위한 두 쫄병의 위험천만한 대결이 시작된다!

 영화_서부전선_스틸컷 이미지





 영화_서부전선_캐릭터 영상




 "
서부전선 (The Long Way Home),"    군사 일급 기밀 작전 문서! 비밀문서!
    너는 탱크! 나는 비밀문서! 전쟁의 운명이 두 쫄병에게 달렸다!
  휴일 3일 전, 농사 짓다 끌려온 남한군 '남복(설경구)'은
전쟁의 운명을 가를 일급 비밀문서를 정해진 장소,
정해진 시간까지 전달하라는 임무를 받게 되는데,
    적의 습격으로 동료들과 비밀문서 모두를 잃게 된다.
    탱크는 책으로만 배운 북한군 탱크병 '영광(여진구)'은
남으로 진군하던 도중
무스탕기의 폭격으로 사수를 잃고 혼자 남게 된다.
    탱크를 끌고 홀로 북으로 돌아가려던 '영광'은
우연히 남복의 비밀문서를 손에 쥐게 되고
서부전선에서 단 둘이 맞닥뜨리게 되는데...
    비문 잃어버리면 총살! VS 탱크 버리고 도망가면 총살!
 



    미션완수를 위한 두 쫄병의 위험천만한 대결이 시작된다!!!!
    티져로 느끼는 영화의 설레임!!
    동영상이 첨부되었습니다. 원본보기
      9월에 만나요 :)
   "
서부전선 (The Long Way Home),"서부전선
감독
천성일
출연
설경구, 여진구
개봉
2015 대한민국
평점
리뷰보기

서부전선 정보

<서부전선>은 추노, 7급공무원의 각본가이자 영화 해적의 각본, 제작을 맡았던 천성일의 감독 데뷔작이다. 
'해적'제작진이 만든 영화라고 홍보하는 만큼 해적에 출연했던 배우들이 다수 출연하는데, 이경영, 정성화, 정인기,조희봉, 김원해이 해적에 이어 서부전선에 출연했다. 
영화는 9/24에 개봉했고, 나는 개봉날 오후 10시에 10명 남짓한 관객들과 영화를 관람했다... -_-

 
서부전선 줄거리

휴전 3일전, 농사꾼 출신 국군 '남복'(설경구)는 연대장(정성화) 지시에 따라 일급비밀문서를 유중령(이경영)에게 전달하라는 지시를 받고 길을 나선다. 하지만 매복하던 적군에 전우들과 비밀문서를 잃어버리고 만다.
한편 북한에서 학교다니다가 탱크를 타게된 영광(여진구)은 남으로 진군하던 중 미군 폭격기의 공격속에 혼자 살아남고 탱크를 끌고 홀로 북으로 돌아가려던 중 우연히 남복의 비밀문서를 손에 쥐게 되고 그 둘은 운명처럼 막닥뜨리게 되는데

동영상이 첨부되었습니다. 원본보기
 * 진짜사나이 영상 - 영화에 삭제된 장면들이 포함되어있다.

서부전선 리뷰

[웰컴투 동막골, 적과의 동침에 이은 또하나의 전쟁 코미디]

한국전쟁을 배경으로한 코미디 영화가 이제 그리 낮설지 않다. 2005년 공전의 히트를 쳤던 <웰컴투 동막골>이 등장했고, 이후 <적과의 동침>도 있었다. 여러모로 서부전선은 웰컴투 동막골과 닮은 구석이 있다.
남북한 군인들의 대치와 협력속에 피어난 우정 그리고 이상한 마을사람들까지.. 코믹과 감동을 목적으로 뒀다는점에서 닮기는 했지만 영화자체는 거기에 못 미친다.

[슬랩스틱 코미디를 하기엔 역부족인 배우들의 연기]

<서부전선>은 솔직히 웃음의 크기가 소소함을 넘지 못한다. 여기엔 치명적인 문제가 있는데, 코미디 전문배우로 보기 힘든 두 배우를 데리고 슬랩스틱 코미디를 연출했다는 점이다. 
슬랩스틱 코미디는 연출의 힘도 중요하지만 그보다 배우의 힘이 절대적인데, 여진구는 코미디 자체가 아직 어울리지 않고, 설경구 또한 대박 웃음을 만드는 재주가 뛰어난 편은 결코 아니라는 점이다. 
두 주연배우로 해소가 안되면 조연 배우로라도 해결했어야 했지만, 영화는 이미 너무 두 배우에 치우쳐 있었다.

[공감안되는 연출과 웃음거리 찾기에 급급한 스토리] *약간의 스포 주의

우선 스토리 자체에 큰 힘이 없다. 이유는 웃음거리를 만들기 위한 에피소드들로만 이어붙여 가기 때문이다.
여기에 난데없이 계속 등장하는 '소'와 딱히 큰 소득없이 등장하는 캐릭터(정석원, 김태훈) 들까지 군데군데 허술함이 엿보인다.
무엇보다 상여를 메고 가던 마을 사람들이 다리에서 떨어지게 생긴 북한군 탱크를 힘을 합쳐 끌어올리는 장면은 참으로 공감이 가지 않는데, 이렇게 공감능력을 상실하다 보니 후반부에 밀어넣으려는 '강요의 감동'이 잘 먹혀들지도 못한다.

* 이영화로 이수빈, 이상희라는 배우를 알게 되었네.

서부전선 평점

 6.4/10 
솔직히'해적'제작진에서 이석훈 감독이랑 유해진 빼면 단팥빠진 단팥빵 아니야?
남복 역할에 유해진에 했으면 어땠을까란 생각이 자꾸 들었다.."
서부전선 (The Long Way Home),"<해적> 제작진의 무사귀환 프로젝트 영화 서부전선.
집으로 가기 위한 마지막 임무는 웃음일까 감동일까?

추석에는 그동안 찌들었던 일상을 힐링하며 재충전하고 싶은 마음도 있고,
빵빵터지며 크게 웃어보고 싶은 마음도 있는지라 더더욱 기대하게 되는 영화 중 하나이다.
연달아 터진 한국영화의 천만기록 소식에 개봉하는 한국영화가 모두 사랑받았으면 하는 마음도 덧붙여본다 ^^*



동영상이 첨부되었습니다. 원본보기


예고편만 4번을 관람한 영화는 서부전선이 처음일세 ㅋㅋ
각기 조금씩 느낌이 다른 예고편을 보는 것도 재미있지만, 예고편 감독인 노수정님 아놔~ 팬되겠어염 ㅎㅎㅎ
마지막에 군대 재입대 하고싶다 자막뜰때 진심 빵빵터짐 으흐흐~







너는 탱크! 나는 비밀문서!
어쩌다가 전쟁의 운명이 두 쫄병에게 달리게 된건지.. ㅋ


휴가 3일전, 농사 짓다 끌려온 남한군 남복(설경구)은 전쟁의 운명을 가를 일급 비밀문서를
정해진 장소, 정해진 시간까지 전달하라는 임무를 받게 되지만
적의 습격으로 동료들은 물론이고 비밀문서까지 모두 잃게 된다.

탱크는 책으로만 배운 북한군 탱크병 영광(여진구)은 남쪽으로 진군하던 도중에
무스탕기의 폭격으로 사수를 잃고 혼자 남게 된다.
탱크를 끌고 홀로 북으로 돌아가려던 영광은 우연히 남복의 비밀문서를 손에 쥐게 되고
서부전선에서 단둘이 맞닥뜨리게 되는데....

비밀문서(비문)를 잃어버리게 되면 총살되는 남복 (설경구) Vs 탱크를 버리고 도망가게 되면 총살당하는 영광 (여진구).
미션완수를 위해 목숨 건 두 쫄병의 위험천만한 대결은 이렇게 시작된다!





가진 것 쥐뿔없지만 정이 많고 어디서든 볼 수 있는 평범한 남복의 캐릭터에 끌린 설경구.
한 장면을 따로 꼽을 수 없을 정도로 재미있고 감동적인 영화라는 여진구.

현장에서도 구구커플이라는 말이 있을 정도로 따뜻하고 유쾌한 케미를 보여준 두사람이었기에
벌써부터 기대가 되는 것도 사실이지만~
무엇보다 추석 명절이 우리에게 시사하는 의미와 영화 서부전선이 보여주는 ""귀향""이라는 의미가 잘 맞아떨어지지 않을까? ^^
집과 가족에 대한 그리움은 어느 세대를 불문하고 모두가 공통적으로 가지는 감정일테니까..

가족, 형제, 인생의 소중한 의미를 다시한번 되짚어보며 영화와 함께 공감하고,
감동과 즐거움, 재미와 눈물을 함께 음미해보자 :)





만인의 진구오빠 여진구는 또 어떤 팔색조같은 모습을 보여줄지..!
대본을 보며 영광이를 떠올렸을 때 오로지 여진구만을 떠올렸다는 설경구.
두 남자의 환상 호흡을 기대하지 않을 수가 없다능 ^*^

영웅들의 전쟁이야기가 아닌 평범한 사람들의 이야기..
그래서 더 마음에 남을 이야기.



""내가 니들한테 해방시켜달라고 부탁을 했어? 사정을 했어? 애기 얼굴도 못보고 이게 무슨 지랄이여!""
갓 태어난 아이의 이름도 짓지 못하고 고향을 떠나와 자식과 아내를 그리워하는 남복.

""당끄병은 둘 중 하나야, 땅끄랑 같이 죽던... 살아서 같이 돌아가던""
어머니를 홀로 두고 전쟁에 나서게 된 영광.

어쩌면 그 당시 누구에게나 일어났을 듯한 이야기가 아닐런지 ㅜㅜ
천성일 감독 특유의 해학과 촌철살인 대사, 인간적인 감성과 현실적인 공감을 기대해보자.





이경영, 정성화, 정인기, 조희봉, 김원해.
우정출연 - 김태훈, 정석원 다양한 신스틸러들의 연기도 기대하는 중!
9월 추석에는 개봉하는 영화들 다 보고싶음 ㅋㅋ



서부전선
감독
천성일
출연
설경구, 여진구
개봉
2015 대한민국
리뷰보기"
서부전선 (The Long Way Home),"  명절이 되면 친정찬스를 쓰고 영화를 보고 오는데,
올해는 뭘볼까 고민하다가 예고편보고
딱 이거다 싶었던게 설경구가 나오는 영화 서부전선!!
  추석땐 아무래도 가족영화가 많이 나오는데
추석가족영화로 가족끼리 보기에도 좋겠더라구요~
          서부전선이라는 긴장넘치는 배경으로
남과북의 두 쫄병이야기를 하고 있는데,
  일단 저는 주인공을 보고선
이 영화다 싶더라구요~
  신랑도 설경구영화라면 본영화라도
TV나오면 또 보고 또 보고 하더라구요 ㅎㅎ
        서부전선
감독
천성일
출연
설경구, 여진구
개봉
2015 대한민국
평점
리뷰보기
    예고편을 사수하라! 는 영상이 있거든요
예고편을 찍는데,
배우부터 감독, 스텝까지 참여해서 하는 영상인데,
그 영상보고나니 기대감이 더 업업!! 
  추석가족영화로는 딱 좋아서
적절한 시기에 개봉하는 것 같아요~
 

            해적은 정말 재미나게 본 영화 중, 하나인데요,
평점도 꽤 좋은 편이었죠. 흥행도 잡았구요
해적의 제작진의 무사귀환이 되기를 바래보아요!
    특히나 추석이다보니
아무래도 가족끼리 보기에
로맨스보다는 드라마틱한 영화가 낫죠!
12세 관람가라 아이랑 부모님과 함께보기에도 좋고,
  일단 설경구가 명절하고 딱 맞는 배우라고 해도 과언이 아니죠
웃음과 감동 두가지를 늘 보여줬던 영화들~
여진구와의 케미도 기대가 되네요!!
   


        여진구는 대배우라기 보다는
기대되는 유망주라는 생각이 드는데,
얼마전에 오렌지 마멀레이드에서 완전 심쿵하고
애잔한 연기를 보여줘서 완전 팬이 되어버렸어요!
  그 드라마보면서 울며 웃었던 사람
저와 같이 꽤 될 듯요 ㅎㅎ
    탱크를 지켜야하는 북한군 연기
일단 말투가 어색하지 않게 어떻게 잘 소화할지부터
궁금해지네요~~
  서부전선 영화 빨리 보고싶어요!
 
   
  특유의 능청스러운 연기와 표정!
안봐도 그려지는데요
농사 짓다 끌려온 남한군이라는 설정자체부터가
이 배우와 잘 어울린다는 생각이 들어요
비문을 찾아서 집으로 잘 돌아갈 수 있을지
영화내내 어떤 웃음과 감동을 줄지
이번에도 기대하고 있어요
이번에는 동생이랑 엄마랑 여자셋이서 보고올까
싶기도 해요
추석가족영화 오랜만에 셋이서 보고 팝콘도 먹고 그럴까봐요
신랑찬스로 바꿔보는걸로 ㅎㅎ

      전 굉장히 학생스럽게 봤는데,
두 배우가 서있는 모습을 보니까
키가 거의 비슷한거 있죠?
    그래서 더 두 쫄병의 대결구도가
잘 어울리는 듯
누가 이길지 가늠하기가 어려운 듯
그런 것 같아요!!
    전쟁의 운명이
농사짓다 끌려온 남자와
책으로만 탱크를 배운 남자
이 둘에게 달렸다니 !!
    이 설정부터가 명절스럽지 않나요? ㅋㅋㅋㅋ
    아마 이번 영화에서도 흥행할 걸로 예상이 되지만,
나중에 몇년지나서 TV에서도 추석가족영화로 해줄만한
영화가 아닌가 싶네요!
     


      조연들의 명품연기도 기대가 되네용~
올 추석가족영화는 영화 서부전선 어떤가용?
엄마랑 통화하면서 말하니,
친정엄마도 슬쩍 같이 보고싶은 의사를 ㅎㅎ
        아까 제가 말했던 '예고편을 사수해라' 영상이예요 ▼
        사공이 많으니 이런 사태가 ㅋㅋ
스케일을 더 키워야 한다고 하고,
배우를 더 살려야 한다고 하고,
각자의 의견대로 여러편의 예고가 나오는데 ㅋㅋ
모두가 참여해서 그런지 재미나게 찍었네요~~
  예고편도 사수하세요~♪
           "
서부전선 (The Long Way Home),"     영화 <서부전선>     

드디어 티저포스터와 티저 예고편이 공개되었네요!!

우선 멋진 티저 포스터 부터 보실까요?

 
영화 <서부전선>은 
농사 짓다 끌려온 남한군(설경구)와 탱크는 책으로만 배운 북한군(여진구)가
전쟁의 운명이 달린 비밀문서를 두고 위험천만한 대결을 벌이는 내용인데요.

연기력에 대해선 언급할 필요도 없는 대한민국 대표배우 설경구님과
모든 여자분들껜 그냥 성이 ""여"" 이름이 진구오빠인 매력남 여진구님이 주연을 맡아
환상적인 호흡을 선보일 예정이라 더욱 기대되는 작품이에요. 

이제 움직이는 여진구 오빠도 봐야겠죠? 

동영상이 첨부되었습니다. 원본보기
 
예고편만 봐도 또 두근두근하는 보니양!!

 
쫄병들의 대결이라고 하니 뭔가 신선한 느낌도 있고...

2014년 여름, 영화 <해적: 바다로 간 산적>의 각본을 맡아 흥행 돌풍을 일으킨 
천성일 감독님이 직접 메가폰을 잡았다고 하니 믿고 봐도 되겠죠?

영화 <서부전선>은 9월 개봉예정인데요.
다가오는 추석 때 가족들과 함께 재미있게 볼 수 있는 영화가 될 것 같아요.

보니양도 온가족 추석특선영화로 이 영화 <서부전선>을 찜! 하겠습니다. 뿅뿅~

※ 이 포스팅은 롯데엔터테인먼트 서포터즈 미션으로 작성되었습니다."
서부전선 (The Long Way Home),"이 영화는 최악이다

아마 내가 영화관에서 본 영화 중 세 손가락에 꼽는 똥영화일 것이다.

일단 포스터에서부터 쌈마이 느낌이 물씬 풍긴다

얼마나 성의없는 포스터란 말인가?

게다가 저 문구는 뭐란 말인가

도대체 풍요로운 추석명절을 왜 기원한단 말인가

오해할까봐 말하지만 이 영화의 시간대는 추석 기간이 아니다. 한국전쟁 휴전 시점 즈음이기 때문에 7월이다.

영화 내내 추석이란 단어는 일절 언급하지도 않는다.

추석때 관객수 한번 쪽 빨아보겠다는 마케팅의 일환인 것 같은데 그럴거면 앞으로 포스터에

'통신사 멤버쉽 동반 1인까지 50% 할인'

'영화 티켓 구입시 콤보 2000원 할인'

이런 문구도 적어놓는 것이 더 효과적일지도 모른다.


애초에 코미디 영화라고 들었으니 그다지 심각한 것을 기대하지는 않았다.

영화는 영화로 봐야 한다.

즉 나는 이 영화에서 전쟁을 미화하는 부분 때문에 실망한 것이 아니다.

차라리 확실히 그렇게라도 해줬으면 더 재밌었을 것 같다.

문제는 재미가 없다는 것이다.

제작진이 의도한 웃음 포인트에서 아무도 웃지를 않는다.

그냥 삼류 몸개그만 계속될 뿐이다. 어르신들이 보시면 좋아할까? 잘 모르겠다.

진짜 신기한 것은 이 영화의 제작진이 거의 상당수 해적 제작진과 겹친다는 것이다.

어떻게 이렇게 다를 수 있을까?

해적은 차라리 재미라도 있었는데



발리우드에 댄스타임이 있다면 한국 영화에는 눈물타임이 있다.

이 영화 역시 마지막에 눈물타임이 나온다.

문제는 전혀 슬프지가 않다는 것이다. 감동도 없고 의미도 없다.

롯데시네마 알바가 엔딩 2분 전에 앞문을 열고 '아직 안끝났나?'는 식으로 빼꼼 머리를 디밀지만 않았어도 나는 그게 엔딩 시퀀스인지도 몰랐을 것이다.

그리고 마음의 준비도 하지 못했는데 기습적으로 엔딩크레딧이 올라온다. 이 날치기 엔딩을 본 순간 나는 조건반사적으로 ""아니 씨발""을 외쳤다.

나는 내 감정을 구술로써 잘 드러내는 사람이 아니다.

그럼에도 불구하고 내가 육성 욕을 했다는 것은 그만큼 사태가 심각하다는 것이다.

미 참전용사 중 한 명이 6.25가 한반도를 원시시대로 돌려 놓았다고 말한 바 있다.

이 영화는 한국 영화를 원시시대로 돌려놓았다."
서부전선 (The Long Way Home),"                    영화 서부전선 여진구와 설경구의 웃음대결에 빵빵 터지네요. 역시 하리마오픽쳐스제작의 해적을 보고나왔을때도 이런 비슷한 느낌을 찌릿 받았는데 2시간 유쾌하게 웃고 감동도 덤으로 받고 극장을 나갈수있는 영화이다. 영화 서부전선의 70프로를 설경구와 여진구의 코믹 상황극으로 웃게 만드는 식으로 극을 전개해 나간다. 오락영화로서는 충분한 메리트가 있는 점이 이영화가 내세울수있는 강점 요소랄까!!!!!!!!!!!!
코믹한 재미와 유쾌한 상황극으로 영화를 재미있고 웃기게 풀어나간점 감동을 마지막에 살며시 스며들게 한점이 매우 마음에 들었던 영화 서부전선이네요 설날 극장가에서 가족끼리 유쾌하게 볼영화로는 손색이 없네요. 영화를보면서 지루하면 시계를 한두번보는데 시계를 안본다는점. 서부전선은 시간이 빨리지나간 느낌이 들어서 괜찮았다. 설경구의 능청스러운 코믹연기 어설픈 쫄병 여진구의 실수콩트도 볼만한 요소이다.
6.25전쟁당시 시대상에 얽힌 큰사건들이 평범한 소시민에게 얼마나 큰변화를 주웠는지 잘보여준 영화가 아닐까 생각한다.스토리전개라인이 평범한 인생의 자전적 내용이 역사속의 큰사건과 맞물려 관객들에게 좀더 진솔하고 심도있게 잘스며들게 전개된점도 이영화를 무게감있게 만들었다. 
설경구(남복)가 가족얼굴도 못본체 전쟁터에 나가 생사를 건 장면이 짠하게 하는 감동적인 휴머니즘 영화성격까지 추가된 느낌이다 전쟁장면이 너무나도 현실감있게 그려지고 가족과의 이별 여진구와의 우정등 슬픈감정이 관객들에게 너무나도 잘 전달 되어 영화를 보면서도 울컥울컥하는 장면이 너무 많았다. 특히 마지막 장면에서 너무 극에 달하는 점에 모두가 공감할듯 싶다. 추석기간 가족끼리 보면 좋을 영화 서부전선이네요
 "
서부전선 (The Long Way Home),"영화 서부전선 무대인사 다녀왔네요 롯데월드타워점인데 설경구는 표정이 그리 좋지 않네요 여진구는 그래도 밝은 표정으로 관객들을 맞이 했네요

김상사 역을 맡으신 정인기 님도 같이 오셨네요
천성일감독까지

여진구가 선물 주는 모습 ~~~~~~여진구팬들이 엄청 왔네요
동영상이 첨부되었습니다. 원본보기
여진구 인터뷰
동영상이 첨부되었습니다. 원본보기
동영상이 첨부되었습니다. 원본보기
동영상이 첨부되었습니다. 원본보기
영화는 코믹하게 봤네요
블로그에 놀러오시면 더많은 무대인사영상들이 있어요"
