title,reviews
워터 디바이너 (The Water Diviner)," 할리우드 명배우 러셀 크로우가 영화 <워터 디바이너>를 통해 감독으로 데뷔한다. 연출을 맡고 주연까지 맡은 그는, 그만의 굵은 선과 묵직한 연기를 바탕으로 강인하고 숭고한 부정을 스크린에 수놓았다. 

<워터 디바이너>는 8만 명의 전사자를 남긴 제 1차 세계대전 갈리폴리 전투 속 실화를 바탕으로 하고 있다. 이 전투로 세 아들을 잃은 코너(러셀 크로우)는 아내마저 비통함에 목숨을 끊자, 허망함 속 아내와의 약속을 지키기 위해 아들들의 시신을 찾아 호주에서 14,000km가 떨어진 낯선 땅 터키로 향한다. 

전운이 채 가시지 않은 적군의 땅 터키에서 자신과 같이 사랑하는 사람을 잃은 아이셰(올라 쿠릴렌코)를 만나게 되고, 그들에게서 연민을 느끼게 된다. 아무런 정보도 없이 아들을 찾아 나선 코너는 현장에서 적으로 직접 싸웠던 터키군 소령 휴즈(제이 코트니)을 만나게 되고 그로 인해 아들의 생사에 대한 단서를 찾게 된다. 

영화는 아들을 찾아 나선 아버지의 모험담을 바탕으로 보다 넓은 시각으로 전쟁에 대한 아픔까지 어루만진다. 여기에 적절한 정도의 멜로 라인과 유머까지 곁들였다.

제목인 ‘워터 디바이너’는 3~4년씩 비가 오지 않는 호주의 척박한 환경에서 생명과 같은 물을 찾아내는 강인한 생명력과 통찰력을 지닌 사람을 일컫는 말인데, 코너의 캐릭터와 잘 맞물리며 사랑과 희망의 메시지까지 담아낸다.

 
러셀 크로우는 감독으로서 “갈리폴리 해안과 참호에는 전쟁에 참전했던 수 많은 사람들의 사랑, 상실, 슬픔, 모험이 담긴 이야기가 남아있다”고 밝힌 바 있다. 그는 명분상 전쟁의 가해자와 피해자로 나뉘지만, 실제로는 모두 희생자인 그들의 상처를 통해 타인과 자신에 대한 용서의 관점으로 영화를 끌어간다. 

실제로 영화는 연합군 측의 입장이 아닌, 터키군의 시선에서 출발하며 양 쪽 참전 군인 모두들에게 잊을 수 없는 트라우마를 남겼음을 시사한다. 그는 인류애라는 보편적인 감성을 진부하지 않게 엮으며 연기력에 견줄만한 연출자로서의 초석을 단단히 했다. 

연출뿐만 아니라 주연배우로 출연하는 그는 작품의 흐름을 끌어 가는 상당부분을 맡고 있지만, 전혀 버겁지 않으며 그의 존재감과 무게감을 또 한번 진하게 각인시킨다. 눈빛 하나만으로도 그의 감정이 오롯이 전달되며 가슴에 울림을 선사한다. 

갈리 폴리 전투에 대한 배경지식을 갖고 보면 보다 풍성하고 다양한 감정을 느낄 수 있는 영화이기에 설명을 덧붙인다. 또한 영화화가 될 수 있었던 편지 한 장에 대한 이야기도 더한다.

갈리 폴리 전투는 제 1차 세계대전에서 가장 유명한 상륙작전이자 전투다. 호주와 뉴질랜드의 앤잭(ANZAC)을 주축으로 구성된 연합군 세력은 독일의 주 동맹국인 터키를 공격해 고립된 채 싸우고 있던 러시아에 물자를 보급하기 위한 목적으로 상륙을 강행했다. 

첫 공격 이후 전진의 발판을 마련하기는 했으나 터키군의 완강한 반격으로 연합군은 더 이상 진전을 하지 못했고 전투는 난폭한 참호전의 양상을 띄게 됐다. 이로 인해 7개월간의 전투에서 연합군은 약 22만명을, 터키군도 약 25만명의 사상자를 내는 막대한 희생을 치렀다.

영화는 전사한 군인들의 유해 수습을 담당하던 대영전쟁묘지위원회(현 연합군인묘지위원회) 소속 시릴 휴즈 중령의 묘지에서 발견된 편지를 바탕으로 제작됐다. 

“나이 든 남자가 호주에서 여기까지 왔다. 그의 아들이 묻힌 곳을 찾기 위해서”

<워터 디바이너>는 1월 28일 개봉한다. 러닝타임 111분. 15세 이상 관람가."
워터 디바이너 (The Water Diviner),"워터디바이너 후기 : 2시간짜리 서프라이즈!
'노아'와는 다른 부정(父情)의 아이콘이 될 수 있을까.
    워터 디바이너
감독
러셀 크로우
출연
올가 쿠릴렌코, 러셀 크로우, 제이 코트니
개봉
2014 오스트레일리아, 터키, 미국
평점
리뷰보기
 

  안녕하세요. 신림괴물입니다.
이번주 저의 선택은 '워터 디바이너'였습니다.
다양한 영화들이 많이 개봉하는 1월 마지막 주였지만
아직도 남아있는 '막시무스'의 매력이
저를 워터디바이너로 이끌게 했습니다.
    거의 1년만인 것 같습니다.
작년에 노아를 볼 때에도 러셀 크로우는 아버지였습니다.
여자가 태어나게 되면 가차없이 죽이겠다고 선언하던
비정한던 아버지가 아닌 아들들의 죽음을
자신의 과오라고 믿고 오로지 믿음 하나로
아들들을 찾으러 다니는 부정의 아이콘이 되고자 했을까요?
    워터디바이너는 러셀 크로우의 첫 연출작이라고 하여
화제가 되기도 했지만 작품을 보는 내내
좋게 이야기하자면 무난한고 잔잔하게 흘러가는 연출을 보여줬고
심하게 이야기하면 하품이 나는 연출이라고 할 수 있을듯 하네요.
뻔하게 보이는 내용들이지만 싫지는 않고....
실화 바탕이라 약간은 신기한??
놀라운TV 서프라이즈를 2시간용으로 보는 기분이었습니다.
    워터디바이너의 소재는 전쟁, 그안에서 나타나는 갈등입니다.
이전 관람작인 '아메리칸 스나이퍼'와 비교해볼 수 있는데요,
러셀 크로우의 연출에서 빼어난 점은
단순하고 자칫 눈살마저 찌뿌리게 할 수 있는 휴먼드라마의 이야기를
전쟁과 빗대어 개인과 사회에 대한 진지한 이야기도 함께 담아내고 있다는 것입니다.
    세계적인 배우였기에 가능했을까요?
그의 연출은 특별한 것은 없었지만
그렇다고 해서 어긋나거나 심하게 뒤틀리지 않았습니다.
관객으로 하여금 영화에 대한 지루함을 느끼지 않게 하려 했던 것 같습니다.
다만, 배우 러셀 크로우와 감독 러셀 크로우를
비교하지 않을 수 없기에 개인적으로는 그의 차기 연출작은 큰 기대를 하지 않게 되었습니다.
    침략자와 피침략인 사이의 우정이 피어나는 모습은
신기하면서도 재밌고 언급하는 바도 크다고 느끼지만
영화 워터디바이너가 정작 이야기하고 싶어했던 것은 무엇일까 하고
심히 고민하게 만드는 영화였습니다.
이번 주말 영화관람을 계획중이신 분들을 위한 신림괴물의 조언은
1. 러셀크로우의 팬이시라면
2. 잔잔하고 감성적인 휴먼드라마를 좋아하신다면 워터디바이너를 추천합니다.
이외의 분들이시라면 과감히 목록에서 삭제하시라고 말씀드리고 싶네요.
      제목이 의미하는 수맥을 찾는자..
러셀 크로우가 워터디바이너에서 연기하는 일종의 직업이랄까?
그래서인지 러셀 크로우는 쓴물 단물 다 찾지만
이 영화에서 가장 중요한 눈물은 찾지 못하는 것 같네요."
워터 디바이너 (The Water Diviner),"러쉘 크로우의 연출작! 워터 디바이너~!

 

러쉘크로우는 레미제라블에서 인상깊게 봤었던 터라 ㅋㅋ
그리고 노아에서도 아버지 역할을 하면서 
냉정하게 딸이 태어나면 죽이겠노라 선언하던 모습을 
잊을 수 없었기에 다시금 러쉘크로우 영화를 보게 되었습니다ㅋㅋ

 
음..러쉘크로우가 연출을 했다고 해서 
완전 기대하고 봤는데요... 
다음에 또 연출한다고 하면...저는 안 볼생각입니다 ㅋㅋ 

 
왜냐하면 무난하게 잔잔히 흘러가는 영화라고 생각할 수 있지만..
전작들이 다 스케일이 커서 그런지...보는내내.... 
조금 지루한 감이 없지않아 있었어요 
실화바탕이라고 들었는데... 
서프라이즈보는 느낌?? 재연 배우까지는 아니지만... 

 
그래서 조금 아쉬운....
연기에서는 좋았지만..연출은 쫌,,, 더 하셔야 할듯?? 
그렇다고 해서 뻔~~~한 휴먼은 아니구요~ 
전쟁이랑 같이 흘러가서...서프라이즈 느낌나요 ㅋㅋㅋ 

음...피곤한 상태에서 보시면 잠이 올수도?? 

그래서 이 영화는!!! 
러쉘크로우 팬이다! 그렇다면 추천 할게요 ㅋㅋㅋ"
워터 디바이너 (The Water Diviner),"     1월 15일(목) 롯데시네마 건대입구 열린 언론배급시사회로 처음 접한 영화 <워터디바이너>
처음에 사전지식없이 무작정 가서 감독이 러셀크로우 드디어 감독겸배우로 투잡을 시작하시는구나!!
과연 러셀크로우의 처녀작 워터디바이너는 세계1차대전 갈리폴리 전투 묘지에서 발견된 편지하나로 시나리오가 만든것같다.                                                                                                        편지에는 호주의 한아버지가 아들시신을 찾기위해 호주에서 터키까지 찾아왔다!!!
수입사는 (주)더블앤조이픽쳐스 배급은 롯데엔터테인먼트가 맡아서 19일 내한행사레드카펫도 롯데시네마 건대입구점에서 모두 공개된다.  무대인사는 아쉽게 11번가 특별관 한관에서만 하니 아쉽다
 

  대략의 줄거리는  제1차세계대전으로 엄청난 사망자와 실종자를 낸 갈리폴리 전투에서 아들의 전사소식을 접한 코너 (러셀크로우) 부인과 4년째 호주 황무지에서 조용히 살고 있지만 

    부인은 정신적충격을 극복못하고 스스로 강물에 뛰어들어 자살을 한다 코너는 오열하는데
  부인 아들3명을 읽은 코너는 마지막 할일로  아들3명의시신을 찾으러 터키로 떠난다
  터키에 도착하자마자 꼬마아이의 가방을 미끼로 유인된곳, 꼬마의 엄마 아이셰( 올가 쿠릴렌코)가 일하는 호텔로 묵게 되는데 아이셰또한 전쟁으로   과부가 된상황 서로 연민의 정을 느끼기시작한다
  전쟁터로 도착한 코너 문전박대에도 고집을 피운다 


  유해발굴조사단에 속한 터키군 소령 핫산의 도움을 받아 아들시신을 찾기시작하는데......
  핫산에게 아들생사에 대한 새로운 정보를 얻게 되어 둘은  아직도 전쟁중인 위험천만한 곳으로 떠나는데 ........... 


    전쟁터에서 아들을 찾고자하는 아버지스토리는 라이언일병구하기가  떠오르지만 미세한 차이점이 있다. 라이언일병구하기는 군인이 라이언병사를 명령에 의해 수동적으로 구하려고 시작한 이야기지만 워터디바이너는 한 아버지가  순수하게 자식의 주검을 부인옆에 묻어주려는 신념의 스토리랄까
아들셋이 터키군과의 전쟁을 통해 잔인하고 처절하게 싸운 죽음의 땅에서 시체가 울부짓는 소리는 영화보는내내 등이 오싹거릴정도로 아찔했다. 전쟁터의 참상을 제대로 보여주고 있으면서도 영화에서는 선과악은 없다는 점을 계속 강조한다. ""적군도 우리를 다죽였지만 우리군도 포로들은 살려두지않았어""
  영화의 시대적배경은 1차세계대전후 터키의 정치적급변기 실감나게 보여주면서 아직 불씨가 남아있는 그리스와 터키의 전쟁은 영화의 후반 새로운 긴장감조성의 요소로  다가온다.
전쟁통속에서 과연 아들을 찾을수있을까 ?
아버지 코너의 물불안가리고 위험을 불사르는 모습을 보면서  부성애의 대단함, 짠함을 영화보는 내내 느낄수있었고,(국제시장때도 그랬지만) 급변기속에서 자신과 비슷한 처지의 아이셰와의 동질감을 통해서 느낄수있는 연민과 애정 또한 영화를 보는 하나의 포인트이다.
  오랜만에 감동적인 이야기를 잔잔한 슬픔과 러셀크로우의 명연기로 가슴으로 느낀영화같네요
아주큰 긴장감이나 스릴은 없지만 아들사랑에 대한 애정은 스크린에서 느낄수가 있었어요
     "
워터 디바이너 (The Water Diviner),"2014년 1월 19일 월요일 롯데시네마 건대입구점에서 러셀크로우의 레드카펫 행사가 열렸다. 미리두시간전에 지킨결과 그런대로 앞쪽에서 사진을 찍을수있었는데 전쟁터가 따로 없어 마지막줄에 영상도 있으니 끝까지 봐주세요

정말 순간포착 잘된사진  소리지르니까 반대쪽 바라봐주시는 신사 러셀크로우 일일이 다 싸인해주시네요 빵형님스타일

바로 앞에서 싸인받는 모습 진지해 표정이



살짝 웃는 모습이 귀엽네요

역광에 비친 모습 예술작품같네요

순순히 셀카도 찍어주시는 푸근한 아저씨같아요
생뚱맞았어요 갑자기 이세영이라는 배우가 팬이라며 케잌주는행사를  누군 팬 아닌가 글래디에이터 15번봤다며 팬이라니 저는20번 넘게 봤는데 사람들도 찬공기~~~~~~~~~~~~
그러더니 안아보네 참~~~~~~~~~~
이제부터 영상공개해요
동영상이 첨부되었습니다. 원본보기
너무가까우네요 뜨거운 열기 워터가지고와 워터디바이더 러셀크로우
동영상이 첨부되었습니다. 원본보기
전쟁터같은 레드카펫현장이 끝나고 본식이 또 열렸네요 10분정도했지만....
동영상이 첨부되었습니다. 원본보기
문제의 포옹장면 안하나마나 한걸 ...
동영상이 첨부되었습니다. 원본보기
지금봐도 별로인데 ...
어쨋든 러셀크로우아저씨가 200만을 소박하게 공약하셨네요
잘되길 기원해볼게요
http://blog.naver.com/freemaum
  프리마음무비
*누구든지 이웃신청해주세요 1.닐슨 코리아 시청률 모집단 559번 가구 한번의 시청으로 0.1프로를 올리겠다. 2.영화후기 제일빠르게 신속하게...
blog.naver.com
본문으로 이동"
워터 디바이너 (The Water Diviner),"호주 출신의 세계적인 배우 러셀 크로우가 내한합니다.
   러셀 크로우는 20일 새벽 자신의 트위터에 ""내년 1월 처음으로 한국에 방문한다. 흥분된다""고
글을 올려 내한 소식을 알렸습니다.
'노아' '레미제라블' 등의 영화에서 선 굵은 연기를 선보이며 매 작품 신뢰감을 안겨주는
 배우 러셀 크로우가 첫 연출작이자 주연을 맡은 영화 <워터 디바이>로 내년 1월 한국을 찾습니다.
러셀 크로우는 <워터 디바이> 한국 개봉시기에 맞춰 한국 관객들과
특별한 시간을 가질 예정이다.
자세한 일정은 논의 중이라고 합니다.
    <워터 디바이>는 전쟁으로 세 아들을 잃은 주인공 코너가 사라진 아들들의 행방을 찾아
낯선 땅 콘스탄티노플로 향하면서 펼쳐지는 이야기를 그린 영화입니다.
북미 배급은 할리우드 최대의 영화 배급사 워너 브라더스가 맡았습니다.
한편 <워터 디바이>에는 러셀 크로우를 비롯해 올가 쿠릴렌코, 제이 코트니 등이 출연합니다.
 러셀 크로우가 한국 내한을 한다니...너무 기대되네요! "
워터 디바이너 (The Water Diviner)," 
2015년 최고의 기대작, <워터 디바이너> 1월 29일 개봉확정!
아들을 찾기 위해 떠난 단 한 명의 아버지를 만난다!

[감독: 러셀 크로우 | 출연: 러셀 크로우, 올가 쿠릴렌코, 제이 코트니]

<노아>, <레미제라블> 등 대작에서 선 굵은 연기를 선보이며 매 작품마다 신뢰감을 안겨주는
배우 러셀 크로우의 첫 연출작이자 주연을 맡은 영화 <워터 디바이너>가
2015년 1월 29일 개봉을 확정 짓고, 메인 포스터를 공개했다.
<워터 디바이너>는 전쟁으로 세 아들을 잃은 주인공 ‘코너’가
사라진 세 아들의 행방을 찾아 낯선 땅 이스탄불로 향하면서 펼쳐지는 이야기로
제 1차 세계대전 갈리폴리 전투 이후 펼쳐지는 감동적인 드라마를 선보일 예정이다.
특히 실화를 소재로 한 이 이야기는 당시 전투에 참가했던 한 중령의 묘지에서 발견된
 ""한 남자가 아들이 묻힌 곳을 찾아 호주에서 터키까지 왔다"" 라는 편지 한 장이 바탕이 되어
관객들에게 더 큰 호기심을 불러일으킨다.
다양한 작품과 캐릭터를 통해 아카데미 남우주연상 수상은 물론 국내 관객들에게도 뜨거운 신뢰와 인기를 얻고 있는
 러셀 크로우는 <워터 디바이너>에서 주연배우이자 감독으로 활약함은 물론,
그의 첫 번째 한국방문을 계획하고 있어 이번 영화가 더욱 기대된다.
 호주 프리미어를 통해 먼저 선보인 <워터 디바이너>는
호주 아카데미에서 최우수 작품상을 비롯, 8개 부문의 후보에 오르는 등 전 세계 영화 팬들의 기대감을 높이고 있다.
2015년을 시작하는 감동대작이자 화제작으로 관객들을 사로잡을
영화 <워터 디바이너>는 국내 관객들에게 잊지 못할 감동을 선사할 것이다.
 "
워터 디바이너 (The Water Diviner),"안녕하세요 솔이입니다.
제가 블로그에 글은 올렸었지만 어제 <워터디바이너> VIP시사회에 다녀왔었어요 :)
슬픈 사연도 생겼었지만.... 네, 이미 지나간일이니 ㅠ_ㅠ 카메라는 원망스럽지만 슬슬 합리화중입니다.

어쨌든, VIP시사회 레드카펫행사와 무대인사 사진을 조금 보여드릴까 해서 왔습니다 :D

어쨌든, 저에겐 정말 투톱을 달리는 정말 좋아하는 배우거든요 ㅠ_ㅠ
두서없지만, 레드카펫 행사와 무대인사는 사진이 최고라 생각되기때문에 사진을 왕창 방출해볼까합니다.

긴 설명은 좋지 않을 듯 하니, 간략한 설명과 대량의 사진을^^

먼저 레셀크로우님의 입장입니다.







에스컬레이터를 타고 내려오는 러셀크로우님... 엄청난 환호를 받으며 등장하였었답니다!








 그리고 저는 이 사진 이후에 싸인을 받게되었습니다. 하하하하하핳.







그리고 이 사진 이후 저에게 다시 와서 셀카를 찍어주려 하셨으나..
네, 제 망할 카메라가 그런 소중한 기회를 날려먹었습니다. 하지만 .... 나중에 언젠간 기회가 생기길 바라며...
네..ㅠㅠ 이젠 나름 합리화중이랍니다.




저는 이 이후, 무대에서 보게 되었네요 ㅠ 너무 멀리 떨어져서 볼 수가 없었거든요..




열심히 이런저런 행사하시고 계신 러셀 크로우님... 하.. 멋지십니다.













진행하고 있는데 옆에보시더니 인사해주시는 러셀크로우님...
...전 사진안찍혀서 한두마디 건내주셨지만 ㅠㅠ 아, 정말 착하신 것 같아요..!
막 손흔들어주시고... 사람들 막 난리나고..ㅎㅎ

여기까지가 레드카펫 행사사진이였습니다.
아마 많은 기사들로 레드카펫 사진들, 무대인사 사진들 보지 않으셨을까 싶어요^^
무대인사는 정말 짧았지만, 사진으로 몇 장 담아보았답니다.














아빠미소... 아 너무 멋지셔요..^^
짧게 몇마디 하시고 퇴장하셨답니다.
많은 관을 무대인사 도셔서, 조금 바쁘게 움직이신 것 같아요^^ 너무 힘드셨을 것 같더라구요.

아 참, 혹시나 문제될까봐 다른사람들은 전부 모자이크 처리했습니다.



그리고 싸인 인증샷.
셀카도 같이 찍었다면... 카메라가 제대로 작동했다면 참 좋았겠지만, 그래도 이미 지나간일이니까요.

하하하하하.....ㅠㅠ 좀 슬프지만... 그래도 눈앞에서 러셀크로우를 보고, 아이컨택도하고 웃어주셔서!
(사람사이에 껴서 싸인받아하고싶어하는 모습이 웃기셨을까요.....ㅠㅠ 껴있었거든요.)
너무너무 즐겁고 행복한 시간이였답니다.♥
전 그래서 러셀크로우님의 평생 팬이 되도록.. (사실 정말정말정말 모든배우통틀어서 저에게 투톱이였던 배우님이였어요!)



그리고 여담이지만, 방금 TV에서 나오는 러셀크로우님...^0^
포스팅 쓰다가 나온다는 이야기 듣고 후다닥 보고 다시 쓴거랍니다. ㅋ_ㅋ
아 너무좋아요 진짜... 너무 푸근하고 친절하시고! 정말정말 너무너무 행복한 시간 보냈었네요!

사진보다보니 마음이 힐링되는 느낌입니다♥
어쨌든 러셀 크로우님은 너무 멋지십니다... 제발 다음에도 내한하셨으면...♥"
워터 디바이너 (The Water Diviner),"                실화 속 깊은 감동을 전하는
메인 예고편 대공개!
        동영상이 첨부되었습니다. 원본보기
          배우 러셀 크로우의 첫 연출작으로 화제를 불러 모으고 있는 <워터 디바이너>의
메인 예고편이 포털사이트 네이버를 통해 최초로 공개됐다.
이번에 공개된 예고편에서는 제1차 세계대전의 실화를 바탕으로 탄생한 감동 스토리와
러셀 크로우의 깊이 있는 묵직한 연기력을 엿볼 수 있다.
예고편의 도입부, 거대한 모래 폭풍 속에서 세 아들을 지키기 위해 그들을 끌어안고 분투하는 주인공 '코너'의 모습은
뜨거운 가족애를 실감케 하며 이후 그에게 닥쳐오는 거대한 절망을 더욱 가슴 아프게 만든다.










특히, 세 아들에 이어 아내까지 모든 것을 잃은 그의 절망감은 ""8만 명의 전사자를 남긴 갈리폴리 전투""라는
카피와 어우러져 전쟁 후 남은 이들의 상처와 아픔을 실감하게 한다. 이후 아들의 시신을 찾기 위해
낯선 땅 터키로 떠나는 ‘코너’의 여정이 시작되고, 웅장한 이스탄불의 풍경과 함께
전쟁의 아픔을 간직한 여인 '아이셰'와 그를 돕기 위해 나선 터키군 소령 ‘핫산’이 등장하며 앞으로 펼쳐질
거대한 드라마를 예상하게 한다. ""아들을 찾으러 온 단 한 명의 아버지""라는 강렬한 카피로 보는
이들의 마음을 움직이는 이번 예고편은 후반부의 웅장한 음악과 스펙터클한 장면들로 ‘코너’가 과연
아들들을 찾을 수 있을 것인지 궁금증을 유발하며 영화에 대한 기대감을 극대화시킨다.
<레미제라블>, <뷰티풀 마인드>, <글래디에이터> 등 다수의 명작을 통해 모든 장르를 섭렵하는
폭넓은 연기력을 인정받은 러셀 크로우의 열연과 그의 첫 연출작을 미리 만나볼 수 있는
이번 예고편을 통해 관객들은 2015년 첫 감동 대작의 시작을 경험할 수 있을 것이다.
  제1차 세계대전의 비극이 담긴 가슴 아픈 스토리와 러셀 크로우의 선 굵은 연기가 돋보이는
메인 예고편을 공개하며 화제를 불러 모으고 있는 영화 <워터 디바이너>는 오는
2015년 1월 29일 개봉과 함께 관객들에게 잊지 못할 감동을 선사할 것이다.
       





        SYNOPSIS    
  8만 명의 전사자를 남긴 참혹했던 전투, 아들을 찾으러 온 아버지는 단 한 명이었다!
  제1차 세계대전 갈리폴리 전투로 세 아들을 모두 잃은 코너(러셀 크로우). 아내마저 비통함에 스스로 목숨을 끊자,
모든 것을 잃은 코너는 아들들의 시신을 찾아 호주에서 14,000km 떨어진 낯선 땅 터키로 향한다.
  전운이 채 가시지 않은 적군의 땅 터키에 다다른 그는 적개심 가득한 눈으로 자신을 바라보는 사람들과
자신과 같이 사랑하는 사람을 잃은 아이셰(올가 쿠릴렌코)를 만나게 되고, 그들에게서 연민을 느끼기 시작한다.
아무런 정보도 없이 아들의 시신을 찾아 나선 코너는 여전히 전쟁의 상흔이 남아있는 현장에서 적으로 싸웠던
터키군 소령을 만나고 그로 인해 아들들의 생사에 대한 단서를 찾게 되는데…
  2015년 1월 29일, 가슴을 울리는 첫 번째 감동 실화가 찾아온다!
        워터 디바이너
감독
러셀 크로우
출연
올가 쿠릴렌코, 러셀 크로우, 제이 코트니
개봉
2014 오스트레일리아, 터키, 미국
평점
리뷰보기
 "
워터 디바이너 (The Water Diviner),"사실 배우 러셀 크로우의 길지도 짧지도 않은 광팬으로서,
게다가 이번 작품에 감독과 연출을 동시에 연기까지 했다는 말에 본 작품에 오감을 기울이고 있었다.
레드 카펫에서 그를 보고 정말 흥분이 가라 않지 않아서 인지 군중에 속해지면 반응하는,
일명 '폐쇄공포증' 증상을 나 자신도 인지를 못했을 정도 였다.
행사가 끝나고 물을 마시며 상영관에서 기다리는데 드는 생각은..
""아..이제 죽어도 한이 없을 것 같다..""라는 웃긴 생각에 난 혼자 키득 대고 웃었던 기억이 있다.
그리고 그는 무대인사를 예정해 놓았지만 말없이 취소 시키는 쿨 한 러스티 스러움도 잊지 않았다.
(식은 땀이 많이 나서 몸에 힘을 제대로 못 들려 손과 다리가 꾀 후들거려 사진들은 전부 흔들렸었다.)


본론으로 가보자.

일단 영화를 보는 관객 입장에서 보는 내내 편했다.
스토리 상에도 찬찬히 암시를 주며, 극 중의 인물들에 감정이입이 자연스레
잘 베어지도록 장면으로 잘 이끌었던 편한 작품 같다.
막바지에 반전이라고 준 소탈하지만 자주 나온 회상 장면에 약간씩
'어 잠깐만, 혹시..?'하게했던 눈치를 엄청 주며 자연스레 알게 끔 알려 줬던
반전에도 나는 가슴 깊은 뜨거운 눈물을 혼자 토끼들 응가처럼 흘려 댔을 정도였다.
(영화보고 잘 울지 않는 성격인데, 오랜만에 못 참고 울어버렸다.)
그리고 오랜 배우 생활을 오래한 그가 지도를 해서 일까, 장면마다 깨알 돋는 엑스트라들 분장과
기둥을 잡은 촬영 기법 만으로 절제 된 장면 효과가 너무 빛을 바란 작품이라고 할 수도 있겠다.


왠지 모르게 영화<태극기 휘날리며>과도 비슷한 냄새가 많이 풍기는 작품 이였다.
전쟁 장면 속 정말 소소함 속에 보여진 꼼꼼함,
형제애가 강하게 돋보이며 그에 자연스럽게 나타나는 부자애까지.
1차 세계 대전(갈리폴리 전투) 참전 용사들에게 비춰 진 작품인 만큼,
스토리 소재가 실화여서 일까? 그 나름으로 감독으로서 많이 신경을 쓴 게 느껴진다.

주로 전쟁터 장면에서 많이 이용 되는 카메라 빠른 急회전은 어김없이 본 작품에서도 나온다.
그런데 묘하게 장면에 대한 꼼꼼함은 전혀 거슬리지 않았다.
남자인 개인적인 눈으론 자연스러웠던 것 같고,
무엇보다 조금씩 장면들에 점점 깊어지는 방식의 극 중 3 형제의 아버지이자 주인공인
'조슈아 코너'의 생각을 관객들도 동시에 알 수 있게 회상하는 장면이 많다.
특히 기억에 강하게 박힌 장면은 죽어가는 동생들을 가만히 바라볼 수 밖에 없는
제일 맏 형의 감정을 함께 공유할 수 있도록 그 장면 만은 최대한 리얼하게 지도한 느낌이 들었으며,
이 전투를 회상하는 장면들이 감정이입에 제일 크게 도움을 주면서 스토리에 큰 일을 한다.

여러 면에서 나쁘지 않았던 작품 이였다,
여기서 더 나아가면 스포일러 지를 실수를 지를 것 같으니까
이쯤에서 많이 서툴렀던 영화 리뷰를 그만두자.

이 작품을 보며 울고 나니 세상이 달리 느껴졌다.
평범한 농부였던 조인공의 행동이며 표정, 대사와 발걸음까지.
그의 모든 게 그저 앉아서 볼 수 밖에 없는 관객인 나에겐 아직도 참 많은 생각하게 만든 작품이다.
당시 전쟁에 참전 경험 없는 자녀들에겐 '아버지'라는 존재에 대해서,
아마도 당시 전쟁에 참전 경험 없는 우리네 아버지들에겐 '가족'이라는 존재에 대해서 일 것 같다.

사실 당사자들이 아니라서 잘 모르겠지만, 당시 참전 했었던 용사들에겐
그 당시의 추억과 전쟁으로 받은 가슴 속 상처에 조금의 치유를 되었으면 하는 바람이 있다.














2015년 1월28일 대개봉하는
<워터 디바이너>,
가족끼리 관람하는 걸 추천합니다."
