artist,title,lyric
  로만티코  ,Ghost (Feat. YOYO) (Guitar Ver.),다가와 내 가슴에 안겨진 너의 모습을 잊을 수가 없어 볼 수 없는 투명한 너의 모습을 지울 수 없어 그리움만 남아 그리움에 나는 너의 모든 추억들을 기억해 함께한 시간들 둘만의 추억을 이제는 네 모든 것을 전부 지우려 해봐도 난 항상 그렇게 널 지우지 못 해 네 모습 지워 버리고 가슴에 묻어 버리고 널 사랑한 마음 버리고 이제는 잊고 싶은데 하지만 지우면 지울 때 마다 자꾸만 네 모습이 또 떠올라 널 향한 내 마음이 지울 수 없게 하나 봐 다가와 내 가슴에 안겨진 너의 모습을 잊을 수가 없어 볼 수 없는 투명한 너의 모습을 지울 수 없어 그리움만 남아 허전함에 너와 함께 했던 시간들을 기억해 꿈같은 시간들 우리의 추억을 지금은 내 모든 것을 전부 잃어 버린대도 내 가슴 속 깊이 널 품고 있을게 네 모습 지워 버리고 가슴에 묻어 버리고 널 사랑한 마음 버리고 이제는 잊고 싶은데 하지만 지우면 지울 때 마다 자꾸만 네 모습이 또 떠올라 널 향한 내 마음이 지울 수 없게 하나 봐 다가와 내 가슴에 안겨진 너의 모습을 잊을 수가 없어 볼 수 없는 투명한 너의 모습을 지울 수 없어 그리움만 남아 다가와 내 다가와 내
  Ne-Yo  ,Closer (Agent X Bassline Remix),"""Closer Closer Closer Closer  Turn the lights off in this place And she shines just like a star And I swear I know her face I just don't know who you are Turn the music up in here I still hear her loud and clear Like she's right there in my ear Telling me That she wants to own me To control me Come closer Come closer  [Chorus] Oh I just can't pull myself away Under her spell I can't break I just can't stop I just can't stop I just can't stop I just can't stop And I just can't break myself no way But I don't want to escape I just can't stop I just can't stop I just can't stop I just can't stop I just can't stop  I can feel her on my skin I can taste her on my tongue She's the sweetest taste of sin The more I get the more I want She wants to own me Come closer She says """"come closer""""  [Chorus]  [Repeat: x7] (Come closer)  [Repeat: x4] I just can't stop no  [Chorus]  Oh I just can't pull myself away Under her spell I can't break I just can't stop I just can't stop I just can't stop I just can't stop I just can't stop Come closer  """
  김승현 (kimSeUng hYun)  ,별자리 (Prod. By JE.ON),하늘의 별도 설레게 할 수 있는 네 향기가 어두운 나의 마음에 빛이 되었고 몇 개 없는 추억들 속에 별거 아닌 너의 이야기를 이어보면 우리 사이는 별자리 될까 내일은 너에게 달라 보이고 싶어 너와 내가 같아지게 밤 하늘 아래로 보이는 우리 거리를 좁히고 싶은 마음인 거야 내가 그린 별들 따라 걸으면 언젠간 너와 사랑이라 해주고 같이 그려가겠지 내가 가진 별들 모아 빛내면 언젠간 나도 널 위해 담아놨던 나의 하루를 말할 수 있을까 밤새 네가 떠 올라 어느새 나에게 너의 말투를 느껴 오늘 또 난 널 연습해 밤 하늘 아래로 보이는 우리 거리를 좁히고 싶은 마음인 거야 내가 그린 별들 따라 걸으면 언젠간 너와 사랑이라 해주고 같이 그려가겠지 내가 가진 별들 모아 빛내면 언젠간 나도 널 위해 담아놨던 나의 하루를 말할 수 있을까 밤새 네가 떠 있어 내가 그린 별들 따라 걸으면 언젠간 너와 사랑이라 해주고 같이 그려가겠지 내가 가진 별들 모아 빛내면 언젠간 나도 널 위해 담아놨던 나의 하루를 말할 수 있을까 밤새 얘기 하고파
  Javastory  ,3일 동안 굶었어,3일 동안 굶었어 나도 미친 짓인 거 알아 허기가 한계에 달했어 이젠 버틸 수 없어 고기가 너무나도 먹고 싶어 솔직히 10인분도 먹을 수 있을 것만 같아 답은 무한리필집 밖에 없어 그래서 오늘은 여길 왔어 우선 삼겹살부터 불판 위에 올려 지글지글 소리와 함께 고기 냄새가 내 코와 귀를 찔러대네 여기 와보니까 없는 게 없어 소고기 여섯 종류 돼지고기 여섯 종류 12가지 고기들이 내 배 속에 모두 들어갈 생각을 하니 너무 기분이 좋아 솔직히 양념 고기 좋아하는 사람들이 분명 있을 텐데 여기 와서 시키고 싶은 거 다 시킬 수 있으니까 얼마나 좋아 청춘연가나 땡겨볼까 고기 한 점을 입 안에 넣어 사르르 녹는 식감 내 혀를 감싸네 행복한 이 기분 다시 느끼고 싶어 구이구이 돼지구이 소구이 불쌍한 고기 불쌍한 고기 맛있는 고기 맛있는 고기 구이가 된 소들과 돼지들에겐 미안하지만 오늘은 내 한 끼를 채워줘 우리 모두 청춘을 즐기자구 언제까지 지갑 눈치를 볼거냐구 딱 낼 만큼만 내고 맘껏 먹어 내일만큼 보다 일주일 치 마치 여긴 세일마트 보다 싸 무제한 여긴 Free limited 고기종류가 가득한 무한 리필 Siri야 고기맛집 알려줘 라고 하면 바로 대답할것 같애 that's here is 냄새부터 다른 매장에 민폐를 주고 있어 종류는 또 왤케 많은지 골라 골라 맘껏 먹을수 있을수 있는 고기 질에 스케일 또 왤케 좋은지 오늘 뜨겁게 태우자고 마치 불판 처럼 청춘을 느끼자 지금 이 순간 지루할 일이 없어 먹으러 일루와 고기가 익혀지면 모든게 It's all right 고기 한 점을 입 안에 넣어 사르르 녹는 식감 내 혀를 감싸네 행복한 이 기분 다시 느끼고 싶어 구이구이 돼지구이 소구이 불쌍한 고기 불쌍한 고기 맛있는 고기 맛있는 고기 구이가 된 소들과 돼지들에겐 미안하지만 오늘은 내 한 끼를 채워줘
  디알로  ,My Love,친구 소개로 널 처음 봤던 날 난 잊지못해 하얀 셔츠에 작고 귀여운 소녀같은 너를 baby what you do tell me what to do 넌 어떤 사랑을 기다렸는지 baby what you do tell me how you feel 너와 함께 시간을 멈추고 싶어 내 전부를 다 준대도 난 하나도 아깝지가 않아 너의 이쁜 그 두 눈을 바라보면 나는 숨을 쉴 수 없어 너는 알까 두근거리는 내 맘 알까 말을 할까 사랑하고 있다고 baby what you do tell me what to do 내 마음 이렇게 설레이는데 baby what you do tell me how you feel 너와 함께 있으면 난 행복한데 내 전부를 다 준대도 난 하나도 아깝지가 않아 너의 이쁜 그 두 눈을 바라보면 나는 숨을 쉴 수 없어 이제 나의 마음이 더 커져가는데 시간이 가면 갈수록 널 갖고 싶어져 cause you are my girl 내 전부를 다 준대도 난 하나도 아깝지가 않아 너의 이쁜 그 두 눈을 바라보면 나는 숨을 쉴 수 없어 cuz you are my love cuz you are my girl my love my love my love my love cuz you are my love cuz you are my girl my love my love
  캐리  ,예뻐 (Feat. 수다쟁이),수많은 사람들 속에서 너를 봤어 유난히 니모습은 아름다워보여 널보면 알 수 없는 느낌이들어 아마도 이 느낌은 너인것만같아 하루종일 니 생각들만 떠올라 내 머리속엔 니 얼굴만 보여 잠을 자도 꿈속에서 니가 기다려 눈을 뜨면 니가 없는 걸 cause i love 너무 예뻐 예뻐 미치겠어 예뻐 너무 예뻐 cause i love 너무 예뻐 예뻐서 숨이 멎을 것 같아 니몸매도 너무 sexy해 오늘은 니가 너무 슬퍼 보여 어쩐지 고개만 숙이고 있어 다가가 물어보고 싶어 니 두 눈을 봐라보며 uh 매일 매일 니 생각들만 떠올라 내머리속엔 니 얼굴만 보여 잠을 자도 꿈속에서 니가 기다려 눈을 뜨면 니가 없는걸 cause i love 너무 예뻐 예뻐 미치겠어 예뻐 너무 예뻐 cause i love 너무 예뻐 예뻐서 미쳐버릴것같아 니몸매도 너무 sexy해 널 보는 동안 내눈은 렌즈에 찍은 사진은 필름으로 백통 쯤은 돼 저절로 맞춰지는 초점 너빼곤 모두 OUT focus 시간이 멈춰 아무도 못 봤으면 해 나만 아는 매력 넘치는 너의 미소 나만의 프레임안에 담아내고 싶어 매일 펼쳐보는 기억에 사진첩 u uh 넌 예뻐 너무 예뻐 u uh 넌 예뻐 너무 예뻐 cause i love 너무 예뻐 예뻐 미치겠어 예뻐 너무 예뻐 cause i love 너무 예뻐 예뻐서 미쳐버릴것같아 니몸매도 너무 sexy해 cause i love 너무 예뻐 예뻐 미치겠어 예뻐 너무 예뻐 cause i love 너무 예뻐 예뻐서 미쳐버릴것같아
  포맨  ,첫사랑,초등학교 시절에 좋아했었던 너를 우연히 만나게 됐지 그래 많이 달라졌어 이젠 정말 숙녀같은걸 지금도 책상서랍 속에 하나 가득 담겨있는 너를 그리며 쓴 얘기 이제는 건네줄거야 수 많은 날들을 너 하나 만을 기다려 온 내 맘을 밤하늘에 별들과 같이 너의 맘에 수를 놓아줄께 그 고운 눈빛 속에 날 담아줘 다신 널 잃고 싶지 않아 무척이나 아쉽게 헤어졌었지 안녕 한마디 못하고 니가 전학가던 날에 나는 밤새워 울었어 이제는 다시 널 잃기 싫어 아무 말 못하고 너를 떠나 보낼 수는 없어 이제는 건네줄거야 수 많은 날들을 너 하나 만을 기다려 온 내 맘을 밤하늘에 별들과 같이 너의 맘에 수를 놓아줄께 그 고운 눈빛 속에 날 담아줘 다신 널 잃고 싶지 않아 이제는 말해줄꺼야 수 많은 날들을 널 기다린 내 순결한 그 입술로 밤 하늘에 별빛이 되어 너의 방을 환히 밝혀줄께 그 잔잔한 미소로 날 감싸줘 다신 널 잃고 싶진 않아
  SOMA (소마)  ,Superman,매일 넌 말했지 서투른 표현에 제일 겁난댔지 첫 울음소리에 걱정 마 아마 우리 아빠 똑같았을 거야 내가 처음 울었을 땐 무서웠을 거야 너의 손바닥 아빨 닮아 세상을 담아 커다란 아빠 손처럼 날 한 손에 안아 Like superman my superman Like superman my superman 매일 이른 저녁 시간 잠에 들어 해가 뜨기 전에 하루가 시작해 먼지 가득한 하루를 또 보내고 끝이 없는 달리기를 반복해 걱정 마 아빠 길의 끝에 예쁜 하늘 가득 펼쳐둘게 마른하늘 저기 끝엔 무지개가 되어 있을게 너의 손바닥 아빨 닮아 세상을 담아 커다란 아빠 손처럼 날 한 손에 안아 Like superman my superman Like superman my superman
  소름사운드  ,Alone(Feat.정다은 of 피그말리온),하루에도 몇번씩 너를 생각 하고 있지만 너의 몸짓은 이젠날 사랑하지 않는다 그 많은 순간 서로 반짝이던 시간과 이젠 더이상 갈곳을 잃어 우리 매일 그려왔던 그 아름다운 모습이 멍하니 사라져 간다 더 뜨겁게 너에게 사랑한다 외쳐도 더 이상 닿지않아 날 떠나가지마 날 떠나가지 마요 그대없는 나의 미랜 그려본적 없어요 내 손을 잡아줘 내 손을 놓지 마요 매일이 무서워요 얼론 하루에도 몇번씩 너를 생각 하고 있지만 너의 몸짓은 이젠날 사랑하지 않는다 그 많은 순간 서로 반짝이던 시간과 이젠 더이상 갈곳을 잃어 우리 매일 외면했던 그 혼자였던 순간이 더 깊게 물들 어간다 더 매마른 마음은 가지말라 외쳐도 더 이상 닿지않아 날 떠나가지마 날 떠나가지 마요 그대없는 나의 미랜 그려본적 없어요 내 손을 잡아줘 내 손을 놓지 마요 매일이 무서워요 얼론 하루에도 몇번씩 너를 생각 하고 있지만 너의 몸짓은 이젠날 사랑하지 않는다 그 많은 순간 서로 반짝이던 시간과 이젠 더이상 갈곳을 잃어 하루에도 몇번씩 너를 생각 하고 있지만 너의 몸짓은 이젠날 사랑하지 않는다 그 많은 순간 서로 반짝이던 시간과 이젠 더이상 갈곳을 잃어
  ABOUT  ,Aching,I was crying in the living room One hand hitting my own chest in the other hand a knife Harder and harder I was crying in the living room One hand hitting my own chest in the other hand a knife Harder and harder Because of you 널 생각하지 않는 건 어렵지 않았어 눈을 감아버리면 모두 끝날 것처럼 발끝에 놓여있는 마음들은 아닌데 자꾸만 날 따라와 놓지 않는 걸 좀처럼 놓을 생각을 안 해 긴 밤을 헤쳐 놓는 어지러운 기억들은 또 좀처럼 나를 놓치지 않는 긴 밤의 마주침을 말하고 있는 걸까 아 이제 그만 I was crying in the living room One hand hitting my own chest in the other hand a knife Harder and harder I was crying in the living room One hand hitting my own chest in the other hand a knife Harder and harder Because of you Oh baby please just Let me shoot for myself 거두어 지는 밤을 따라 Oh baby please just Let me shoot for myself 거두어 지는 해를 따라 아 이제 그만 I was crying in the living room One hand hitting my own chest in the other hand a knife Harder and harder I was crying in the living room One hand hitting my own chest in the other hand a knife Harder and harder I was crying in the living room One hand hitting my own chest in the other hand a knife Harder and harder Because of you
